date,product_category,units_sold,inventory_level,unit_price,warehouse_dispatch_rate,promotion_flag,residual,z,anomaly_z,anomaly_iqr,anomaly_if,anomaly_votes,anomaly_consensus
2020-07-14,Beauty,616.8,1098.8,164.46,632.8,True,148.837,1.64,False,True,False,1,False
2020-07-15,Beauty,392.0,1093.6,169.2,407.7,False,-83.986,-0.928,False,True,False,1,False
2020-08-01,Beauty,298.6,1035.6,159.43,300.4,False,-124.739,-1.377,False,True,False,1,False
2020-08-05,Beauty,544.95,1089.55,168.31,522.7,False,77.451,0.853,False,True,False,1,False
2020-08-06,Beauty,590.4,1066.7,165.71,592.2,True,100.173,1.104,False,True,False,1,False
2020-09-09,Beauty,490.3,1054.0,165.76,451.8,True,82.565,0.909,False,True,False,1,False
2020-09-16,Beauty,357.4,1061.4,162.07,3523.0,False,-3.84,-0.044,False,False,True,1,False
2020-09-28,Beauty,400.9,1089.2,169.17,416.8,True,69.473,0.765,False,True,False,1,False
2020-10-04,Beauty,454.2,1092.3,167.89,456.7,True,98.782,1.088,False,True,False,1,False
2020-11-13,Beauty,521.2,1095.2,169.31,479.4,True,86.255,0.95,False,True,False,1,False
2020-11-30,Beauty,398.9,1094.5,169.02,387.4,True,79.838,0.879,False,True,False,1,False
2020-12-22,Beauty,436.2,1041.0,163.74,401.5,True,112.545,1.24,False,True,False,1,False
2020-12-27,Beauty,300.7,1047.4,159.77,273.8,False,-79.81,-0.882,False,True,False,1,False
2020-12-28,Beauty,445.7,1046.0,164.3,431.6,True,88.991,0.98,False,True,False,1,False
2021-01-02,Beauty,255.6,1018.5,164.02,255.0,False,-84.092,-0.929,False,True,False,1,False
2021-01-05,Beauty,406.0,1030.6,164.49,382.7,True,84.352,0.929,False,True,False,1,False
2021-01-07,Beauty,483.9,965.5,165.26,467.9,False,97.38,1.073,False,True,False,1,False
2021-02-06,Beauty,487.1,980.1,173.78,460.1,True,69.346,0.764,False,True,False,1,False
2021-02-11,Beauty,375.9,961.7,164.62,376.1,False,-107.577,-1.188,False,True,False,1,False
2021-02-12,Beauty,408.1,953.9,163.46,423.1,False,-81.62,-0.902,False,True,False,1,False
2021-02-13,Beauty,343.2,966.6,168.87,314.6,False,-134.539,-1.485,False,True,False,1,False
2021-02-14,Beauty,1116.3,968.5,163.71,337.6,False,652.503,7.196,True,True,False,2,True
2021-02-15,Beauty,332.8,966.0,162.41,312.6,False,-109.058,-1.204,False,True,False,1,False
2021-02-16,Beauty,296.3,966.1,163.54,274.4,False,-142.427,-1.572,False,True,False,1,False
2021-02-17,Beauty,380.0,948.3,158.63,364.1,False,-79.506,-0.878,False,True,False,1,False
2021-03-09,Beauty,371.133,974.933,162.803,373.567,False,-76.344,-0.843,False,True,False,1,False
2021-03-10,Beauty,405.967,968.567,163.367,400.633,False,-230.604,-2.545,False,True,False,1,False
2021-03-11,Beauty,440.8,962.2,163.93,427.7,False,-221.305,-2.442,False,True,False,1,False
2021-03-12,Beauty,1016.3,965.85,165.91,2275.35,False,344.895,3.803,True,True,True,3,True
2021-03-13,Beauty,1591.8,969.5,167.89,4123.0,False,930.323,10.261,True,True,True,3,True
2021-03-14,Beauty,373.4,984.0,163.74,345.0,False,-260.754,-2.877,False,True,False,1,False
2021-03-15,Beauty,343.3,992.9,168.42,320.4,False,-262.005,-2.891,False,True,False,1,False
2021-03-16,Beauty,320.2,1015.6,161.78,293.2,False,-196.455,-2.168,False,True,False,1,False
2021-03-29,Beauty,457.2,990.3,162.1,437.9,True,77.609,0.855,False,True,False,1,False
2021-04-22,Beauty,512.4,969.6,164.98,526.9,False,72.559,0.799,False,True,False,1,False
2021-05-12,Beauty,437.0,995.25,168.685,2444.65,False,22.375,0.246,False,False,True,1,False
2021-05-16,Beauty,530.3,1044.4,170.12,480.3,True,73.032,0.804,False,True,False,1,False
2021-05-19,Beauty,521.4,1032.9,166.69,4701.0,True,70.122,0.772,False,True,True,2,True
2021-06-24,Beauty,534.7,1000.0,167.95,550.8,True,68.73,0.757,False,True,False,1,False
2021-07-10,Beauty,469.0,996.1,165.32,4512.0,False,32.968,0.362,False,False,True,1,False
2021-08-15,Beauty,426.2,1013.9,165.14,4304.0,False,5.024,0.054,False,False,True,1,False
2021-09-06,Beauty,362.75,644.85,162.485,2070.35,False,-9.112,-0.102,False,False,True,1,False
2021-09-07,Beauty,364.3,641.8,162.05,3778.0,False,-7.378,-0.083,False,False,True,1,False
2021-09-08,Beauty,392.55,828.1,165.505,2091.0,False,6.046,0.065,False,False,True,1,False
2021-09-15,Beauty,557.0,1000.8,167.36,573.2,True,88.819,0.978,False,True,False,1,False
2021-10-08,Beauty,397.3,996.9,168.03,409.2,False,-79.713,-0.88,False,True,False,1,False
2021-10-09,Beauty,818.85,989.0,164.88,425.05,False,349.113,3.85,True,True,False,2,True
2021-10-31,Beauty,515.9,996.0,165.19,517.4,True,134.274,1.48,False,True,False,1,False
2021-11-06,Beauty,503.45,989.7,165.575,503.25,False,83.103,0.915,False,True,False,1,False
2021-11-13,Beauty,371.2,1004.0,165.33,379.5,False,-92.204,-1.018,False,True,False,1,False
2021-11-15,Beauty,493.15,1010.45,167.285,456.85,False,83.752,0.923,False,True,False,1,False
2021-11-16,Beauty,510.7,1012.8,167.05,467.3,True,102.256,1.127,False,True,False,1,False
2021-12-06,Beauty,470.7,991.9,163.27,428.1,False,98.873,1.089,False,True,False,1,False
2021-12-31,Beauty,549.1,722.0,168.15,522.6,True,149.987,1.653,False,True,False,1,False
2022-01-01,Beauty,335.1,1011.6,166.53,344.2,False,-78.432,-0.866,False,True,False,1,False
2022-01-06,Beauty,585.3,993.7,161.07,548.3,True,108.823,1.199,False,True,False,1,False
2022-01-07,Beauty,420.8,976.8,166.53,440.9,False,-91.42,-1.01,False,True,False,1,False
2022-01-10,Beauty,574.0,940.4,160.67,597.2,True,165.673,1.826,False,True,False,1,False
2022-03-09,Beauty,540.5,1043.1,162.96,511.6,True,108.808,1.199,False,True,False,1,False
2022-03-25,Beauty,688.8,997.1,166.42,622.0,True,192.123,2.118,False,True,False,1,False
2022-03-30,Beauty,661.5,1002.0,160.47,669.0,True,222.851,2.457,False,True,False,1,False
2022-04-01,Beauty,300.7,1025.5,164.97,297.4,False,-164.948,-1.821,False,True,False,1,False
2022-04-07,Beauty,444.1,1014.8,163.39,445.1,False,-124.484,-1.374,False,True,False,1,False
2022-04-08,Beauty,487.8,931.9,168.32,477.6,False,-178.146,-1.966,False,True,False,1,False
2022-04-09,Beauty,484.8,996.4,167.81,470.7,False,-237.668,-2.623,False,True,False,1,False
2022-04-10,Beauty,1223.4,978.05,168.075,423.85,False,492.303,5.429,True,True,True,3,True
2022-04-11,Beauty,1025.633,987.967,167.29,481.067,False,310.585,3.425,True,True,False,2,True
2022-04-12,Beauty,827.867,997.883,166.505,538.283,False,116.597,1.285,False,True,False,1,False
2022-04-13,Beauty,630.1,1007.8,165.72,595.5,True,-94.721,-1.046,False,True,False,1,False
2022-04-14,Beauty,491.3,994.6,162.7,513.7,False,-143.22,-1.581,False,True,False,1,False
2022-04-15,Beauty,458.9,1002.7,164.56,461.4,False,-104.915,-1.158,False,True,False,1,False
2022-05-09,Beauty,614.7,1033.0,165.69,608.3,True,152.652,1.683,False,True,False,1,False
2022-05-16,Beauty,612.7,1036.3,161.61,603.0,True,175.856,1.939,False,True,False,1,False
2022-06-12,Beauty,590.0,1037.3,161.51,534.9,True,92.303,1.017,False,True,False,1,False
2022-06-20,Beauty,567.95,1040.0,166.25,547.05,False,68.363,0.753,False,True,False,1,False
2022-06-21,Beauty,649.0,1042.9,164.67,631.4,True,147.355,1.624,False,True,False,1,False
2022-07-01,Beauty,710.9,981.5,165.08,733.8,True,169.987,1.874,False,True,False,1,False
2022-07-03,Beauty,430.3,1010.6,167.83,441.7,False,-93.997,-1.038,False,True,False,1,False
2022-07-25,Beauty,624.0,942.5,169.09,619.7,True,138.566,1.527,False,True,False,1,False
2022-08-02,Beauty,585.7,959.3,164.2,613.4,True,139.352,1.536,False,True,False,1,False
2022-09-07,Beauty,423.9,957.8,167.27,393.3,False,-79.792,-0.881,False,True,False,1,False
2022-09-08,Beauty,503.0,467.1,170.56,509.5,False,-21.52,-0.239,False,False,True,1,False
2022-09-09,Beauty,620.1,471.45,166.65,299.25,False,87.352,0.962,False,True,True,2,True
2022-09-10,Beauty,737.2,475.8,162.74,89.0,True,212.089,2.338,False,True,True,2,True
2022-09-11,Beauty,421.9,977.0,158.94,404.5,False,-86.283,-0.953,False,True,False,1,False
2022-09-21,Beauty,713.6,930.2,165.84,652.8,True,248.522,2.74,False,True,False,1,False
2022-10-01,Beauty,343.9,996.1,163.4,316.5,False,-84.775,-0.936,False,True,False,1,False
2022-10-11,Beauty,592.3,938.1,162.6,567.6,True,194.009,2.139,False,True,False,1,False
2022-10-31,Beauty,494.0,973.4,163.08,465.5,True,68.752,0.757,False,True,False,1,False
2022-12-30,Beauty,565.5,976.5,158.54,534.9,True,117.68,1.297,False,True,False,1,False
2020-01-11,Clothing,529.367,1067.067,170.717,531.867,False,17.123,0.374,False,True,False,1,False
2020-02-10,Clothing,428.667,1256.967,173.207,410.833,False,-31.551,-0.692,False,True,False,1,False
2020-02-11,Clothing,438.683,1241.583,173.553,414.617,False,-100.71,-2.207,False,True,False,1,False
2020-02-12,Clothing,448.7,1226.2,173.9,418.4,False,-197.055,-4.318,True,True,False,2,True
2020-02-13,Clothing,695.3,1224.417,174.108,420.117,False,-103.024,-2.258,False,True,False,1,False
2020-02-14,Clothing,941.9,1222.633,174.317,421.833,False,-37.58,-0.824,False,True,False,1,False
2020-02-16,Clothing,1435.1,1219.067,174.733,425.267,False,248.283,5.439,True,True,True,3,True
2020-02-17,Clothing,1681.7,1217.283,174.942,426.983,False,532.961,11.676,True,True,True,3,True
2020-02-18,Clothing,1928.3,1215.5,175.15,428.7,False,850.283,18.628,True,True,True,3,True
2020-02-19,Clothing,442.3,1215.8,167.37,400.7,False,-522.698,-11.452,True,True,False,2,True
2020-02-20,Clothing,439.1,1214.267,168.787,417.333,False,-390.878,-8.564,True,True,False,2,True
2020-02-21,Clothing,435.9,1212.733,170.203,433.967,False,-219.437,-4.808,True,True,False,2,True
2020-03-03,Clothing,432.3,1223.72,169.462,425.18,False,-20.882,-0.458,False,True,False,1,False
2020-03-04,Clothing,418.8,1230.56,168.686,412.34,False,-58.962,-1.292,False,True,False,1,False
2020-03-05,Clothing,405.3,1237.4,167.91,399.5,False,-65.338,-1.432,False,True,False,1,False
2020-03-06,Clothing,542.75,1265.45,167.76,551.15,False,79.858,1.749,False,True,False,1,False
2020-03-07,Clothing,680.2,1293.5,167.61,702.8,True,222.383,4.871,True,True,False,2,True
2020-03-08,Clothing,357.9,1283.3,166.71,343.6,False,-94.413,-2.069,False,True,False,1,False
2020-03-09,Clothing,376.52,1273.1,167.268,368.14,False,-78.183,-1.714,False,True,False,1,False
2020-03-10,Clothing,395.14,1262.9,167.826,392.68,False,-48.02,-1.053,False,True,False,1,False
2020-03-12,Clothing,432.38,1242.5,168.942,441.76,False,14.364,0.314,False,True,False,1,False
2020-03-13,Clothing,451.0,1232.3,169.5,466.3,False,28.206,0.617,False,True,False,1,False
2020-03-16,Clothing,394.9,1244.5,173.85,377.5,False,-14.46,-0.317,False,True,False,1,False
2020-03-31,Clothing,370.4,822.9,172.83,357.4,False,-14.977,-0.329,False,True,True,2,True
2020-04-01,Clothing,377.336,837.309,173.197,361.991,False,-2.099,-0.047,False,False,True,1,False
2020-04-02,Clothing,384.273,851.718,173.565,366.582,False,-4.241,-0.094,False,False,True,1,False
2020-04-03,Clothing,391.209,866.127,173.932,371.173,False,-3.782,-0.084,False,False,True,1,False
2020-05-20,Clothing,409.0,1292.6,164.38,420.6,False,14.452,0.316,False,True,False,1,False
2020-07-24,Clothing,502.0,1248.7,169.05,522.5,False,17.606,0.385,False,True,False,1,False
2020-08-21,Clothing,436.6,1243.7,171.0,437.2,False,20.446,0.447,False,True,False,1,False
2020-09-15,Clothing,428.7,1237.0,172.32,435.9,False,13.34,0.292,False,True,False,1,False
2020-09-21,Clothing,401.5,1235.7,167.9,397.7,False,-21.753,-0.477,False,True,False,1,False
2020-09-23,Clothing,448.433,1210.5,168.427,417.3,False,15.631,0.342,False,True,False,1,False
2020-09-24,Clothing,471.9,1197.9,168.69,427.1,False,26.169,0.573,False,True,False,1,False
2020-10-03,Clothing,391.2,1238.5,174.34,371.8,False,-14.958,-0.328,False,True,False,1,False
2020-10-18,Clothing,491.8,1223.6,170.85,448.8,False,18.443,0.403,False,True,False,1,False
2020-10-29,Clothing,447.5,1227.0,171.2,459.9,False,-34.065,-0.747,False,True,False,1,False
2020-10-30,Clothing,486.2,1232.05,170.932,486.375,False,-19.999,-0.439,False,True,False,1,False
2020-11-01,Clothing,563.6,1242.15,170.397,539.325,False,15.772,0.345,False,True,False,1,False
2020-11-02,Clothing,602.3,1247.2,170.13,565.8,True,32.254,0.706,False,True,False,1,False
2020-11-03,Clothing,605.992,1246.983,169.803,574.225,False,15.686,0.343,False,True,False,1,False
2020-11-12,Clothing,639.217,1245.033,166.863,650.05,False,25.14,0.55,False,True,False,1,False
2020-11-13,Clothing,642.908,1244.817,166.537,658.475,False,51.128,1.119,False,True,False,1,False
2020-11-14,Clothing,646.6,1244.6,166.21,666.9,True,80.406,1.761,False,True,False,1,False
2020-11-15,Clothing,462.9,1258.5,173.61,474.1,False,-141.157,-3.093,True,True,False,2,True
2020-11-16,Clothing,457.0,1260.45,172.82,452.15,False,-256.69,-5.624,True,True,False,2,True
2020-11-17,Clothing,451.1,1262.4,172.03,430.2,False,-368.645,-8.077,True,True,False,2,True
2020-11-18,Clothing,934.05,1256.35,171.89,455.2,False,21.482,0.47,False,True,False,1,False
2020-11-19,Clothing,1417.0,1250.3,171.75,480.2,False,379.05,8.304,True,True,True,3,True
2020-11-20,Clothing,1374.348,1250.413,171.833,477.117,False,221.476,4.852,True,True,False,2,True
2020-11-21,Clothing,1331.696,1250.526,171.915,474.035,False,71.071,1.556,False,True,False,1,False
2020-12-11,Clothing,478.652,1252.787,173.567,412.383,False,-20.648,-0.453,False,True,False,1,False
2020-12-12,Clothing,436.0,1252.9,173.65,409.3,False,-37.746,-0.828,False,True,False,1,False
2020-12-13,Clothing,432.7,1258.233,171.67,401.3,False,-16.228,-0.356,False,True,False,1,False
2020-12-29,Clothing,474.3,1256.9,168.11,451.5,False,15.608,0.341,False,True,False,1,False
2021-01-08,Clothing,479.9,1260.4,168.31,456.1,False,-15.033,-0.33,False,True,False,1,False
2021-01-21,Clothing,564.992,1050.323,165.605,584.792,False,14.92,0.326,False,True,False,1,False
2021-01-22,Clothing,569.346,1029.962,165.252,592.246,False,35.419,0.775,False,True,False,1,False
2021-01-23,Clothing,573.7,1009.6,164.9,599.7,True,63.938,1.4,False,True,True,2,True
2021-01-24,Clothing,462.2,1008.3,173.34,422.8,False,-17.972,-0.394,False,True,False,1,False
2021-01-25,Clothing,423.85,1156.45,170.27,401.9,False,-29.627,-0.65,False,True,False,1,False
2021-01-26,Clothing,385.5,1304.6,167.2,381.0,False,-43.916,-0.963,False,True,False,1,False
2021-02-15,Clothing,415.3,1262.5,167.85,384.3,False,-18.601,-0.408,False,True,False,1,False
2021-02-22,Clothing,595.988,1279.825,170.615,599.375,False,29.209,0.639,False,True,False,1,False
2021-02-23,Clothing,621.8,1282.3,171.01,630.1,True,54.608,1.196,False,True,False,1,False
2021-02-24,Clothing,584.7,1280.325,170.82,584.1,False,32.693,0.716,False,True,False,1,False
2021-02-26,Clothing,510.5,1276.375,170.44,492.1,False,-17.111,-0.376,False,True,False,1,False
2021-02-27,Clothing,473.4,1274.4,170.25,446.1,False,-30.672,-0.673,False,True,False,1,False
2021-03-17,Clothing,376.7,1295.4,170.77,384.0,False,-14.648,-0.322,False,True,False,1,False
2021-05-30,Clothing,387.507,1309.16,171.665,351.6,False,-18.725,-0.411,False,True,False,1,False
2021-05-31,Clothing,387.703,1309.13,171.657,351.65,False,-56.233,-1.233,False,True,False,1,False
2021-06-01,Clothing,387.9,1309.1,171.65,351.7,False,-95.557,-2.094,False,True,False,1,False
2021-06-03,Clothing,661.2,1295.7,165.59,613.1,True,103.195,2.26,False,True,False,1,False
2021-06-04,Clothing,652.811,1295.454,165.535,606.95,False,58.377,1.278,False,True,False,1,False
2021-06-05,Clothing,644.421,1295.207,165.479,600.8,False,16.705,0.365,False,True,False,1,False
2021-07-01,Clothing,426.3,1288.8,164.04,440.9,False,-34.296,-0.752,False,True,False,1,False
2021-07-02,Clothing,456.02,1290.42,164.149,462.6,False,-20.115,-0.441,False,True,False,1,False
2021-07-10,Clothing,693.78,1303.38,165.021,636.2,False,23.392,0.512,False,True,False,1,False
2021-07-11,Clothing,723.5,1305.0,165.13,657.9,True,55.583,1.217,False,True,False,1,False
2021-07-12,Clothing,689.27,1305.03,165.552,628.48,False,29.654,0.649,False,True,False,1,False
2021-07-20,Clothing,415.43,1305.27,168.928,393.12,False,-18.653,-0.409,False,True,False,1,False
2021-07-21,Clothing,381.2,1305.3,169.35,363.7,False,-32.942,-0.722,False,True,False,1,False
2021-07-22,Clothing,392.088,1302.588,168.91,375.4,False,-20.967,-0.46,False,True,False,1,False
2021-12-01,Clothing,740.012,1290.694,168.698,754.765,False,15.548,0.34,False,True,False,1,False
2021-12-02,Clothing,747.356,1289.847,168.629,762.132,False,27.82,0.609,False,True,False,1,False
2021-12-03,Clothing,754.7,1289.0,168.56,769.5,True,55.12,1.207,False,True,False,1,False
2021-12-04,Clothing,693.325,1287.9,167.932,697.575,False,25.436,0.557,False,True,False,1,False
2021-12-06,Clothing,570.575,1285.7,166.678,553.725,False,-46.985,-1.03,False,True,False,1,False
2021-12-07,Clothing,509.2,1284.6,166.05,481.8,False,-82.296,-1.804,False,True,False,1,False
2021-12-09,Clothing,616.2,1324.5,172.77,585.4,True,68.001,1.489,False,True,False,1,False
2021-12-10,Clothing,561.3,1314.8,171.575,549.1,False,22.061,0.483,False,True,False,1,False
2021-12-11,Clothing,506.4,1305.1,170.38,512.8,False,-29.758,-0.653,False,True,False,1,False
2021-12-12,Clothing,499.6,1308.356,170.158,507.511,False,-19.846,-0.435,False,True,False,1,False
2021-12-20,Clothing,445.2,1334.4,168.38,465.2,False,-26.753,-0.587,False,True,False,1,False
2021-12-22,Clothing,499.267,1313.267,166.793,485.933,False,19.272,0.422,False,True,False,1,False
2021-12-23,Clothing,526.3,1302.7,166.0,496.3,False,35.118,0.769,False,True,False,1,False
2021-12-24,Clothing,510.46,1306.6,166.452,481.46,False,14.592,0.319,False,True,False,1,False
2021-12-28,Clothing,447.1,1322.2,168.26,422.1,False,-22.237,-0.488,False,True,False,1,False
2022-01-03,Clothing,512.5,1296.8,162.38,530.9,False,14.875,0.325,False,True,False,1,False
2022-01-29,Clothing,484.833,1338.376,174.604,471.281,False,13.29,0.29,False,True,False,1,False
2022-01-30,Clothing,484.6,1338.5,174.98,470.9,False,24.754,0.542,False,True,False,1,False
2022-01-31,Clothing,419.2,1353.0,171.59,404.5,False,-33.568,-0.736,False,True,False,1,False
2022-02-01,Clothing,428.167,1352.8,172.333,407.333,False,-23.403,-0.513,False,True,False,1,False
2022-02-06,Clothing,505.0,1337.1,174.04,504.6,False,26.468,0.579,False,True,False,1,False
2022-02-07,Clothing,494.65,1335.917,173.218,494.533,False,15.097,0.33,False,True,False,1,False
2022-02-12,Clothing,442.9,1330.0,169.11,444.2,False,-19.847,-0.435,False,True,False,1,False
2022-02-16,Clothing,475.38,1311.68,167.198,480.76,False,12.703,0.278,False,True,False,1,False
2022-02-17,Clothing,483.5,1307.1,166.72,489.9,False,13.644,0.298,False,True,False,1,False
2022-03-09,Clothing,474.5,1320.94,170.12,468.1,False,19.488,0.426,False,True,False,1,False
2022-03-10,Clothing,485.3,1318.6,170.28,487.6,False,25.884,0.566,False,True,False,1,False
2022-03-13,Clothing,421.4,1340.275,170.618,421.825,False,-21.246,-0.466,False,True,False,1,False
2022-03-14,Clothing,400.1,1347.5,170.73,399.9,False,-41.782,-0.916,False,True,False,1,False
2022-03-15,Clothing,430.167,1340.767,171.123,426.5,False,-14.043,-0.308,False,True,False,1,False
2022-03-16,Clothing,460.233,1334.033,171.517,453.1,False,20.257,0.443,False,True,False,1,False
2022-03-17,Clothing,490.3,1327.3,171.91,479.7,False,38.338,0.839,False,True,False,1,False
2022-03-19,Clothing,448.4,1339.9,168.28,445.3,False,-19.288,-0.423,False,True,False,1,False
2022-03-26,Clothing,486.0,1324.4,171.47,489.0,False,19.455,0.426,False,True,False,1,False
2022-03-28,Clothing,423.3,1343.5,170.6,421.0,False,-40.542,-0.889,False,True,False,1,False
2022-03-29,Clothing,447.99,1343.93,170.709,1057.6,False,-23.334,-0.512,False,True,False,1,False
2022-04-01,Clothing,522.06,1345.22,171.036,2967.4,False,-3.782,-0.084,False,False,True,1,False
2022-04-02,Clothing,546.75,1345.65,171.145,3604.0,False,-4.015,-0.089,False,False,True,1,False
2022-04-03,Clothing,571.44,1346.08,171.254,4240.6,False,0.768,0.016,False,False,True,1,False
2022-04-04,Clothing,596.13,1346.51,171.363,4877.2,False,2.247,0.049,False,False,True,1,False
2022-04-05,Clothing,620.82,1346.94,171.472,5513.8,False,13.396,0.293,False,True,True,2,True
2022-04-06,Clothing,645.51,1347.37,171.581,6150.4,False,43.869,0.96,False,True,True,2,True
2022-04-07,Clothing,670.2,1347.8,171.69,6787.0,True,74.646,1.635,False,True,True,2,True
2022-04-08,Clothing,605.9,1352.85,169.398,5192.45,False,34.356,0.752,False,True,True,2,True
2022-04-09,Clothing,541.6,1357.9,167.105,3597.9,False,-0.406,-0.01,False,False,True,1,False
2022-04-10,Clothing,477.3,1362.95,164.812,2003.35,False,-26.543,-0.582,False,True,True,2,True
2022-04-11,Clothing,413.0,1368.0,162.52,408.8,False,-52.376,-1.148,False,True,False,1,False
2022-04-12,Clothing,412.427,1370.727,162.798,409.62,False,-26.629,-0.584,False,True,False,1,False
2022-06-02,Clothing,418.3,1425.7,175.05,434.8,False,-30.035,-0.659,False,True,False,1,False
2022-06-04,Clothing,499.5,1337.0,174.89,520.0,False,30.167,0.66,False,True,False,1,False
2022-06-05,Clothing,493.4,1343.412,174.246,513.606,False,20.783,0.455,False,True,False,1,False
2022-07-30,Clothing,455.2,1413.1,171.34,467.2,False,19.209,0.42,False,True,False,1,False
2022-08-01,Clothing,397.5,1425.9,171.1,417.4,False,-22.656,-0.497,False,True,False,1,False
2022-08-02,Clothing,403.178,1377.444,170.832,417.556,False,-14.115,-0.31,False,True,False,1,False
2022-08-11,Clothing,490.8,980.9,173.24,459.2,False,27.846,0.609,False,True,False,1,False
2022-08-12,Clothing,516.3,1402.4,173.6,480.6,False,50.881,1.114,False,True,False,1,False
2022-08-14,Clothing,423.5,1435.3,173.58,439.9,False,-42.389,-0.929,False,True,False,1,False
2022-08-15,Clothing,439.433,1432.867,172.063,437.6,False,-22.539,-0.494,False,True,False,1,False
2022-08-17,Clothing,471.3,1428.0,169.03,433.0,False,17.302,0.378,False,True,False,1,False
2022-08-31,Clothing,505.367,1388.8,165.931,516.253,False,15.673,0.343,False,True,False,1,False
2022-09-01,Clothing,507.8,1386.0,165.71,522.2,False,18.255,0.399,False,True,False,1,False
2022-09-03,Clothing,466.267,1392.8,166.783,475.933,False,-14.046,-0.308,False,True,False,1,False
2022-09-04,Clothing,445.5,1396.2,167.32,452.8,False,-25.922,-0.569,False,True,False,1,False
2022-09-11,Clothing,518.1,1342.3,179.74,513.6,False,15.047,0.329,False,True,False,1,False
2022-09-19,Clothing,467.8,1361.2,167.3,445.1,False,-16.3,-0.358,False,True,False,1,False
2022-09-23,Clothing,529.2,1335.8,170.78,516.1,False,23.072,0.505,False,True,False,1,False
2022-09-27,Clothing,465.28,1358.04,169.092,447.86,False,-14.023,-0.308,False,True,False,1,False
2022-09-28,Clothing,449.3,1363.6,168.67,430.8,False,-23.681,-0.519,False,True,False,1,False
2022-09-29,Clothing,467.633,1356.933,169.24,452.267,False,-14.085,-0.309,False,True,False,1,False
2022-10-14,Clothing,539.8,1326.0,169.62,529.7,False,12.941,0.283,False,True,False,1,False
2022-11-01,Clothing,541.42,860.25,174.993,497.84,False,3.024,0.066,False,False,True,1,False
2022-11-02,Clothing,541.51,834.375,175.292,496.07,False,12.755,0.279,False,True,True,2,True
2022-11-03,Clothing,541.6,808.5,175.59,494.3,False,9.064,0.198,False,False,True,1,False
2022-11-05,Clothing,509.0,1366.6,165.25,500.2,False,-21.795,-0.478,False,True,False,1,False
2022-11-09,Clothing,537.7,1369.8,172.04,539.4,False,13.182,0.288,False,True,False,1,False
2022-12-26,Clothing,638.044,1374.261,171.201,589.006,False,16.499,0.361,False,True,False,1,False
2022-12-27,Clothing,642.2,1374.2,171.12,591.0,True,29.188,0.639,False,True,False,1,False
2022-12-28,Clothing,613.1,1375.767,170.223,571.767,False,19.983,0.437,False,True,False,1,False
2020-02-03,Electronics,283.8,531.9,47.61,288.2,True,53.327,0.978,False,True,False,1,False
2020-02-06,Electronics,313.3,546.2,46.78,325.6,True,46.254,0.849,False,True,False,1,False
2020-02-10,Electronics,560.8,416.2,48.25,206.5,False,309.499,5.678,True,True,False,2,True
2020-02-11,Electronics,112.8,527.1,46.39,102.2,False,-127.139,-2.332,False,True,False,1,False
2020-02-12,Electronics,181.0,543.1,47.98,173.9,False,-88.775,-1.628,False,True,False,1,False
2020-02-13,Electronics,232.6,255.4,47.42,13.7,False,-69.831,-1.281,False,True,False,1,False
2020-02-15,Electronics,312.133,447.133,48.113,242.033,False,44.825,0.823,False,True,False,1,False
2020-02-16,Electronics,351.9,543.0,48.46,356.2,True,96.606,1.772,False,True,False,1,False
2020-02-17,Electronics,204.6,550.2,46.43,209.8,False,-53.901,-0.989,False,True,False,1,False
2020-02-26,Electronics,322.1,518.4,47.48,315.9,True,55.247,1.014,False,True,False,1,False
2020-03-26,Electronics,400.9,486.2,46.98,391.1,True,100.811,1.85,False,True,False,1,False
2020-04-04,Electronics,414.7,478.4,45.32,413.1,True,113.456,2.082,False,True,False,1,False
2020-04-13,Electronics,229.8,499.2,47.06,2181.0,False,-22.616,-0.415,False,False,True,1,False
2020-05-01,Electronics,171.0,518.7,48.03,173.1,False,-115.89,-2.126,False,True,False,1,False
2020-05-03,Electronics,388.0,491.7,46.9,362.6,True,120.306,2.207,False,True,False,1,False
2020-05-04,Electronics,312.4,495.35,46.64,297.65,False,46.47,0.853,False,True,False,1,False
2020-05-25,Electronics,284.3,545.2,46.53,263.5,True,52.752,0.968,False,True,False,1,False
2020-06-16,Electronics,268.4,569.4,47.07,258.0,True,64.499,1.183,False,True,False,1,False
2020-06-27,Electronics,210.3,555.9,46.79,1902.0,False,-6.172,-0.113,False,False,True,1,False
2020-07-09,Electronics,310.9,519.8,46.33,298.5,True,72.919,1.338,False,True,False,1,False
2020-07-23,Electronics,276.4,537.5,46.28,266.1,True,76.604,1.405,False,True,False,1,False
2020-07-31,Electronics,314.6,547.3,46.82,315.5,True,102.639,1.883,False,True,False,1,False
2020-08-11,Electronics,203.8,543.6,46.42,199.6,True,51.706,0.949,False,True,False,1,False
2020-09-03,Electronics,322.5,533.95,46.16,200.25,False,111.054,2.037,False,True,False,1,False
2020-09-05,Electronics,150.1,563.9,46.48,147.8,False,-54.094,-0.992,False,True,False,1,False
2020-09-18,Electronics,227.9,538.2,47.55,237.5,True,64.267,1.179,False,True,False,1,False
2020-10-04,Electronics,135.3,525.9,48.03,137.5,False,-63.772,-1.17,False,True,False,1,False
2020-10-06,Electronics,278.55,522.9,47.04,282.1,False,92.142,1.691,False,True,False,1,False
2020-10-07,Electronics,323.7,532.0,46.79,326.3,True,116.533,2.138,False,True,False,1,False
