date,units_sold,inventory_level,unit_price,warehouse_dispatch_rate,promotion_flag,product_category
2022-06-19,486.9,1037.1,167.83,462.7,False,Beauty
2022-06-20,567.95,1040.0,166.25,547.05,False,Beauty
2022-06-21,649.0,1042.9,164.67,631.4,True,Beauty
2022-06-22,495.2,1021.4,166.84,448.1,False,Beauty
2022-06-23,499.8,1010.9,162.84,507.6,False,Beauty
2022-06-24,492.2,1013.6,167.18,490.9,False,Beauty
2022-06-25,447.6,1025.3,161.98,433.7,False,Beauty
2022-06-26,471.4,1016.6,163.13,435.3,False,Beauty
2022-06-27,452.2,1017.5,165.88,458.0,False,Beauty
2022-06-28,416.6,1025.3,161.74,395.4,False,Beauty
2022-06-29,478.2,1004.5,165.71,499.1,False,Beauty
2022-06-30,594.55,993.0,165.395,616.45,False,Beauty
2022-07-01,710.9,981.5,165.08,733.8,True,Beauty
2022-07-02,570.6,996.05,166.455,587.75,False,Beauty
2022-07-03,430.3,1010.6,167.83,441.7,False,Beauty
2022-07-04,428.1,1007.8,164.51,427.1,False,Beauty
2022-07-05,454.7,997.7,165.3,454.2,False,Beauty
2022-07-06,486.95000000000005,980.45,167.485,486.04999999999995,False,Beauty
2022-07-07,519.2,963.2,169.67,517.9,False,Beauty
2022-07-08,456.6,952.0,162.88,433.0,False,Beauty
2022-07-09,471.6,954.4,163.26,439.5,False,Beauty
2022-07-10,473.53333333333336,954.6666666666666,163.13333333333333,441.6666666666667,False,Beauty
2022-07-11,475.46666666666664,954.9333333333334,163.00666666666666,443.8333333333333,False,Beauty
2022-07-12,477.4,955.2,162.88,446.0,False,Beauty
2022-07-13,485.66666666666663,948.8333333333334,163.75666666666666,453.8333333333333,False,Beauty
2022-07-14,493.93333333333334,942.4666666666667,164.63333333333333,461.6666666666667,False,Beauty
2022-07-15,502.2,936.1,165.51,469.5,False,Beauty
2022-07-16,470.7,951.1,167.37,483.6,False,Beauty
2022-07-17,445.85,956.1500000000001,169.17000000000002,439.5,False,Beauty
2022-07-18,421.0,961.2,170.97,395.4,False,Beauty
2022-07-19,452.40000000000003,951.2666666666667,170.64666666666668,441.0,False,Beauty
2022-07-20,483.8,941.3333333333334,170.32333333333332,486.6,False,Beauty
2022-07-21,515.2,931.4,170.0,532.2,False,Beauty
2022-07-22,467.2,947.8,163.8,486.7,False,Beauty
2022-07-23,470.85,940.3499999999999,164.175,458.9,False,Beauty
2022-07-24,474.5,932.9,164.55,431.1,False,Beauty
2022-07-25,624.0,942.5,169.09,619.7,True,Beauty
2022-07-26,552.65,936.25,169.175,534.35,False,Beauty
2022-07-27,481.3,930.0,169.26,449.0,False,Beauty
2022-07-28,493.1,934.7,166.5,495.2,False,Beauty
2022-07-29,474.5,934.6,167.38,469.9,False,Beauty
2022-07-30,476.1,935.3,162.82,471.9,False,Beauty
2022-07-31,420.4,963.1,164.58,432.3,False,Beauty
2022-08-01,393.7,968.9,166.93,362.3,False,Beauty
2022-08-02,585.7,959.3,164.2,613.4,True,Beauty
2022-08-03,453.4,952.9,163.6,450.2,False,Beauty
2022-08-04,470.54999999999995,945.5999999999999,162.98000000000002,458.04999999999995,False,Beauty
2022-08-05,487.7,938.3,162.36,465.9,False,Beauty
2022-08-06,465.9,948.2,162.42,424.5,False,Beauty
2022-08-07,448.4,952.0,161.425,430.8,False,Beauty
2022-08-08,430.9,955.8,160.43,437.1,False,Beauty
2022-08-09,451.2,947.9,171.76,465.7,False,Beauty
2022-08-10,473.5,934.7,167.43,427.0,False,Beauty
2022-08-11,442.65,953.05,166.91500000000002,417.8,False,Beauty
2022-08-12,411.8,971.4,166.4,408.6,False,Beauty
2022-08-13,432.85,961.3499999999999,163.22,417.0,False,Beauty
2022-08-14,453.9,951.3,160.04,425.4,False,Beauty
2022-08-15,436.9,951.5999999999999,162.05,419.25,False,Beauty
2022-08-16,419.9,951.9,164.06,413.1,False,Beauty
2022-08-17,439.45,948.3,161.76999999999998,443.3,False,Beauty
2022-08-18,459.0,944.7,159.48,473.5,False,Beauty
2022-08-19,489.1,939.9,161.86,480.2,False,Beauty
2022-08-20,451.2,955.4,165.17,418.1,False,Beauty
2022-08-21,428.3,958.8,162.67,426.6,False,Beauty
2022-08-22,415.8,952.9,163.05,394.9,False,Beauty
2022-08-23,416.2,963.9,162.55,410.7,False,Beauty
2022-08-24,453.0,952.7,167.26,447.7,False,Beauty
2022-08-25,475.9,941.0,166.39,494.8,False,Beauty
2022-08-26,496.5,929.8,166.83,468.9,False,Beauty
2022-08-27,437.3,946.3,166.57,447.8,False,Beauty
2022-08-28,438.6,949.3,171.38,440.3,False,Beauty
2022-08-29,421.0,959.4,166.93,415.8,False,Beauty
2022-08-30,408.0833333333333,964.5166666666667,166.12833333333333,395.1333333333333,False,Beauty
2022-08-31,395.1666666666667,969.6333333333333,165.32666666666665,374.46666666666664,False,Beauty
2022-09-01,382.25,974.75,164.52499999999998,353.79999999999995,False,Beauty
2022-09-02,409.375,964.125,166.34249999999997,378.9,False,Beauty
2022-09-03,436.5,953.5,168.16,404.0,False,Beauty
2022-09-04,435.2,954.5,166.32666666666665,406.46666666666664,False,Beauty
2022-09-05,433.90000000000003,955.5,164.49333333333334,408.93333333333334,False,Beauty
2022-09-06,432.6,956.5,162.66,411.4,False,Beauty
2022-09-07,423.9,957.8,167.27,393.3,False,Beauty
2022-09-08,503.0,467.1,170.56,509.5,False,Beauty
2022-09-09,620.1,471.45000000000005,166.65,299.25,False,Beauty
2022-09-10,737.2,475.8,162.74,89.0,True,Beauty
2022-09-11,421.9,977.0,158.94,404.5,False,Beauty
2022-09-12,433.4,483.9,163.64,410.8,False,Beauty
2022-09-13,397.7,973.6,166.6,382.3,False,Beauty
2022-09-14,450.0,955.5,163.72,430.1,False,Beauty
2022-09-15,490.5,937.6,158.12,475.4,False,Beauty
2022-09-16,474.65,943.9000000000001,161.845,469.95,False,Beauty
2022-09-17,458.8,950.2,165.57,464.5,False,Beauty
2022-09-18,437.56666666666666,952.8333333333334,163.98,431.2,False,Beauty
2022-09-19,416.33333333333337,955.4666666666667,162.39000000000001,397.90000000000003,False,Beauty
2022-09-20,395.1,958.1,160.8,364.6,False,Beauty
2022-09-21,713.6,930.2,165.84,652.8,True,Beauty
2022-09-22,449.5,932.3,166.15,419.8,False,Beauty
2022-09-23,451.4,932.1,163.62,440.0,False,Beauty
2022-09-24,452.1,929.7,163.98,440.3,False,Beauty
2022-09-25,370.9,958.8,165.69,361.7,False,Beauty
2022-09-26,373.4,964.7,165.28,377.2,False,Beauty
2022-09-27,385.5,962.9000000000001,167.025,389.1,False,Beauty
2022-09-28,397.6,961.1,168.77,401.0,False,Beauty
2022-09-29,440.0,949.8,164.61,427.0,False,Beauty
2022-09-30,454.7,941.2,165.34,463.2,False,Beauty
2022-10-01,343.9,996.1,163.4,316.5,False,Beauty
2022-10-02,403.4,949.2,163.06,390.3,False,Beauty
2022-10-03,405.4,948.6,168.43,366.5,False,Beauty
2022-10-04,417.15,942.8,165.255,377.2,False,Beauty
2022-10-05,428.9,937.0,162.08,387.9,False,Beauty
2022-10-06,430.7,942.0,164.59000000000003,394.6,False,Beauty
2022-10-07,432.5,947.0,167.10000000000002,401.3,False,Beauty
2022-10-08,412.6,946.45,166.865,384.35,False,Beauty
2022-10-09,392.7,945.9,166.63,367.4,False,Beauty
2022-10-10,372.0,946.1,167.41,356.8,False,Beauty
2022-10-11,592.3,938.1,162.6,567.6,True,Beauty
2022-10-12,362.9,956.5,162.85,352.6,False,Beauty
2022-10-13,393.85,950.2,164.6,384.20000000000005,False,Beauty
2022-10-14,424.8,943.9,166.35,415.8,False,Beauty
2022-10-15,429.7,943.5,165.52,435.0,False,Beauty
2022-10-16,360.6,975.7,160.76,336.0,False,Beauty
2022-10-17,398.5,965.1,161.33,393.5,False,Beauty
2022-10-18,361.3,987.2,165.1,370.9,False,Beauty
2022-10-19,397.0,992.4,166.67,400.8,False,Beauty
2022-10-20,452.3,973.2,170.63,414.7,False,Beauty
2022-10-21,440.3,968.5,165.46,444.8,False,Beauty
2022-10-22,429.1,969.6,168.46,392.4,False,Beauty
2022-10-23,395.4,993.9,172.2,404.1,False,Beauty
2022-10-24,351.1,1013.2,167.93,358.7,False,Beauty
2022-10-25,384.3,993.3,162.64,395.2,False,Beauty
2022-10-26,403.1,983.55,161.3,405.25,False,Beauty
2022-10-27,421.9,973.8,159.96,415.3,False,Beauty
2022-10-28,466.0,951.0,166.1,474.5,False,Beauty
2022-10-29,475.3333333333333,958.4666666666667,165.09333333333333,471.5,False,Beauty
2022-10-30,484.6666666666667,965.9333333333333,164.08666666666667,468.5,False,Beauty
2022-10-31,494.0,973.4,163.08,465.5,True,Beauty
2022-11-01,383.8,968.9,171.56,382.4,False,Beauty
2022-11-02,412.3,960.3,167.15,391.1,False,Beauty
2022-11-03,426.20000000000005,959.15,165.56,411.70000000000005,False,Beauty
2022-11-04,440.1,958.0,163.97,432.3,False,Beauty
2022-11-05,411.7,972.5,168.91,406.6,False,Beauty
2022-11-06,394.4,973.2,164.5,368.0,False,Beauty
2022-11-07,336.8,986.5,171.1,328.8,False,Beauty
2022-11-08,343.23333333333335,987.1833333333334,168.98333333333332,336.43333333333334,False,Beauty
2022-11-09,349.6666666666667,987.8666666666667,166.86666666666667,344.06666666666666,False,Beauty
2022-11-10,356.1,988.55,164.75,351.70000000000005,False,Beauty
2022-11-11,362.5333333333333,989.2333333333333,162.63333333333333,359.33333333333337,False,Beauty
2022-11-12,368.96666666666664,989.9166666666667,160.51666666666668,366.9666666666667,False,Beauty
2022-11-13,375.4,990.6,158.4,374.6,False,Beauty
2022-11-14,359.5,994.8,167.81,374.8,False,Beauty
2022-11-15,331.6,1003.6,167.89,308.0,False,Beauty
2022-11-16,380.55,993.05,162.975,368.75,False,Beauty
2022-11-17,429.5,982.5,158.06,429.5,False,Beauty
2022-11-18,427.7,985.35,162.42000000000002,435.1,False,Beauty
2022-11-19,425.9,988.2,166.78,440.7,False,Beauty
2022-11-20,388.4,994.6,167.3,401.1,False,Beauty
2022-11-21,389.43333333333334,994.8333333333334,167.08666666666667,387.33333333333337,False,Beauty
2022-11-22,390.46666666666664,995.0666666666666,166.87333333333333,373.56666666666666,False,Beauty
2022-11-23,391.5,995.3,166.66,359.8,False,Beauty
2022-11-24,409.5,995.5,160.94,420.8,False,Beauty
2022-11-25,426.1,990.6,163.66,433.5,False,Beauty
2022-11-26,432.0,992.7,164.01,389.9,False,Beauty
2022-11-27,400.85,999.95,163.425,370.54999999999995,False,Beauty
2022-11-28,369.7,1007.2,162.84,351.2,False,Beauty
2022-11-29,382.93333333333334,1002.3666666666667,163.92666666666668,376.6666666666667,False,Beauty
2022-11-30,396.16666666666663,997.5333333333334,165.01333333333332,402.1333333333333,False,Beauty
2022-12-01,409.4,992.7,166.1,427.6,False,Beauty
2022-12-02,402.15,991.1,166.11,398.15,False,Beauty
2022-12-03,394.9,989.5,166.12,368.7,False,Beauty
2022-12-04,383.9,1032.8,160.82,351.2,False,Beauty
2022-12-05,344.8,996.0,162.57,359.6,False,Beauty
2022-12-06,367.0,985.2,167.53,345.2,False,Beauty
2022-12-07,383.9,974.7,162.22,361.9,False,Beauty
2022-12-08,402.16666666666663,968.7,162.51333333333332,379.2,False,Beauty
2022-12-09,420.43333333333334,962.7,162.80666666666667,396.5,False,Beauty
2022-12-10,438.7,956.7,163.1,413.8,False,Beauty
2022-12-11,460.375,961.35,163.9725,429.55,False,Beauty
2022-12-12,482.04999999999995,966.0,164.845,445.3,False,Beauty
2022-12-13,503.72499999999997,970.65,165.7175,461.05,False,Beauty
2022-12-14,525.4,975.3,166.59,476.8,True,Beauty
2022-12-15,488.0,959.2,166.745,449.35,False,Beauty
2022-12-16,450.6,943.1,166.9,421.9,False,Beauty
2022-12-17,378.0,973.5,164.74,355.2,False,Beauty
2022-12-18,363.9,970.8,164.18,356.5,False,Beauty
2022-12-19,363.2,972.2,168.13,362.4,False,Beauty
2022-12-20,358.7,972.5,161.06,328.0,False,Beauty
2022-12-21,394.9,960.4,169.12,392.9,False,Beauty
2022-12-22,407.7,955.7,169.74,368.0,False,Beauty
2022-12-23,393.425,915.95,167.79500000000002,362.025,False,Beauty
2022-12-24,379.15,876.2,165.85000000000002,356.05,False,Beauty
2022-12-25,364.875,836.45,163.905,350.07500000000005,False,Beauty
2022-12-26,350.6,796.7,161.96,344.1,False,Beauty
2022-12-27,462.4,800.3,165.47,428.0,True,Beauty
2022-12-28,382.3,997.8,162.03,382.1,False,Beauty
2022-12-29,473.9,987.15,160.285,458.5,False,Beauty
2022-12-30,565.5,976.5,158.54,534.9,True,Beauty
2022-12-31,386.5,986.2,162.35,389.6,False,Beauty
2023-01-01,364.5,990.55,161.49,367.3,False,Beauty
2023-01-02,342.5,994.9,160.63,345.0,False,Beauty
2020-01-08,450.3,1203.3,166.46,459.9,False,Clothing
2020-01-09,575.3,1208.7,170.35,571.8,False,Clothing
2020-01-10,552.3333333333333,1137.8833333333334,170.53333333333333,551.8333333333333,False,Clothing
2020-01-11,529.3666666666667,1067.0666666666666,170.71666666666667,531.8666666666667,False,Clothing
2020-01-12,506.4,996.25,170.89999999999998,511.9,False,Clothing
2020-01-13,483.43333333333334,925.4333333333334,171.08333333333331,491.93333333333334,False,Clothing
2020-01-14,460.4666666666667,854.6166666666667,171.26666666666665,471.9666666666667,False,Clothing
2020-01-15,437.5,783.8,171.45,452.0,False,Clothing
2020-01-16,434.06363636363636,824.4818181818181,171.86363636363635,448.55454545454546,False,Clothing
2020-01-17,430.6272727272727,865.1636363636363,172.27727272727273,445.1090909090909,False,Clothing
2020-01-18,427.1909090909091,905.8454545454545,172.6909090909091,441.6636363636364,False,Clothing
2020-01-19,423.75454545454545,946.5272727272727,173.10454545454544,438.21818181818185,False,Clothing
2020-01-20,420.3181818181818,987.2090909090908,173.5181818181818,434.77272727272725,False,Clothing
2020-01-21,416.8818181818182,1027.890909090909,173.9318181818182,431.3272727272727,False,Clothing
2020-01-22,413.44545454545454,1068.5727272727272,174.34545454545454,427.8818181818182,False,Clothing
2020-01-23,410.0090909090909,1109.2545454545455,174.7590909090909,424.43636363636364,False,Clothing
2020-01-24,406.57272727272726,1149.9363636363637,175.17272727272726,420.9909090909091,False,Clothing
2020-01-25,403.1363636363636,1190.6181818181817,175.58636363636364,417.54545454545456,False,Clothing
2020-01-26,399.7,1231.3,176.0,414.1,False,Clothing
2020-01-27,370.2,1232.8,172.44,377.8,False,Clothing
2020-01-28,372.03999999999996,1241.37,172.378,379.59000000000003,False,Clothing
2020-01-29,373.88,1249.94,172.316,381.38,False,Clothing
2020-01-30,375.72,1258.51,172.254,383.17,False,Clothing
2020-01-31,377.56,1267.08,172.192,384.96,False,Clothing
2020-02-01,379.4,1275.65,172.13,386.75,False,Clothing
2020-02-02,381.24,1284.22,172.06799999999998,388.54,False,Clothing
2020-02-03,383.08000000000004,1292.79,172.006,390.33,False,Clothing
2020-02-04,384.92,1301.36,171.944,392.12,False,Clothing
2020-02-05,386.76,1309.93,171.882,393.90999999999997,False,Clothing
2020-02-06,388.6,1318.5,171.82,395.7,False,Clothing
2020-02-07,398.6166666666667,1303.1166666666668,172.16666666666666,399.48333333333335,False,Clothing
2020-02-08,408.6333333333333,1287.7333333333333,172.51333333333332,403.26666666666665,False,Clothing
2020-02-09,418.65,1272.35,172.86,407.04999999999995,False,Clothing
2020-02-10,428.6666666666667,1256.9666666666667,173.20666666666668,410.8333333333333,False,Clothing
2020-02-11,438.68333333333334,1241.5833333333335,173.55333333333334,414.6166666666667,False,Clothing
2020-02-12,448.7,1226.2,173.9,418.4,False,Clothing
2020-02-13,695.3,1224.4166666666667,174.10833333333335,420.1166666666667,False,Clothing
2020-02-14,941.9,1222.6333333333334,174.31666666666666,421.8333333333333,False,Clothing
2020-02-15,1188.5,1220.85,174.525,423.54999999999995,False,Clothing
2020-02-16,1435.1,1219.0666666666666,174.73333333333335,425.26666666666665,False,Clothing
2020-02-17,1681.7,1217.2833333333333,174.94166666666666,426.98333333333335,False,Clothing
2020-02-18,1928.3,1215.5,175.15,428.7,False,Clothing
2020-02-19,442.3,1215.8,167.37,400.7,False,Clothing
2020-02-20,439.1,1214.2666666666667,168.78666666666666,417.3333333333333,False,Clothing
2020-02-21,435.9,1212.7333333333333,170.20333333333335,433.9666666666667,False,Clothing
2020-02-22,432.7,1211.2,171.62,450.6,False,Clothing
2020-02-23,438.42857142857144,1210.057142857143,171.64428571428573,452.4714285714286,False,Clothing
2020-02-24,444.15714285714284,1208.9142857142858,171.66857142857143,454.34285714285716,False,Clothing
2020-02-25,449.8857142857143,1207.7714285714287,171.69285714285715,456.2142857142857,False,Clothing
2020-02-26,455.6142857142857,1206.6285714285714,171.71714285714285,458.0857142857143,False,Clothing
2020-02-27,461.34285714285716,1205.4857142857143,171.74142857142857,459.95714285714286,False,Clothing
2020-02-28,467.07142857142856,1204.3428571428572,171.76571428571427,461.8285714285714,False,Clothing
2020-02-29,472.8,1203.2,171.79,463.7,False,Clothing
2020-03-01,459.3,1210.04,171.01399999999998,450.86,False,Clothing
2020-03-02,445.8,1216.88,170.238,438.02,False,Clothing
2020-03-03,432.3,1223.72,169.462,425.18,False,Clothing
2020-03-04,418.8,1230.5600000000002,168.686,412.34,False,Clothing
2020-03-05,405.3,1237.4,167.91,399.5,False,Clothing
2020-03-06,542.75,1265.45,167.76,551.15,False,Clothing
2020-03-07,680.2,1293.5,167.61,702.8,True,Clothing
2020-03-08,357.9,1283.3,166.71,343.6,False,Clothing
2020-03-09,376.52,1273.1,167.268,368.14000000000004,False,Clothing
2020-03-10,395.14,1262.8999999999999,167.826,392.68,False,Clothing
2020-03-11,413.76,1252.7,168.38400000000001,417.22,False,Clothing
2020-03-12,432.38,1242.5,168.942,441.76,False,Clothing
2020-03-13,451.0,1232.3,169.5,466.3,False,Clothing
2020-03-14,432.3,1236.3666666666666,170.95,436.7,False,Clothing
2020-03-15,413.59999999999997,1240.4333333333334,172.4,407.1,False,Clothing
2020-03-16,394.9,1244.5,173.85,377.5,False,Clothing
2020-03-17,395.69166666666666,1246.8166666666666,173.55666666666667,376.95,False,Clothing
2020-03-18,396.4833333333333,1249.1333333333332,173.26333333333332,376.4,False,Clothing
2020-03-19,397.275,1251.45,172.97,375.85,False,Clothing
2020-03-20,398.06666666666666,1253.7666666666667,172.67666666666668,375.3,False,Clothing
2020-03-21,398.8583333333333,1256.0833333333333,172.38333333333333,374.75,False,Clothing
2020-03-22,399.65,1258.4,172.09,374.2,False,Clothing
2020-03-23,400.44166666666666,1260.7166666666667,171.79666666666668,373.65,False,Clothing
2020-03-24,401.2333333333333,1263.0333333333333,171.50333333333333,373.09999999999997,False,Clothing
2020-03-25,402.025,1265.35,171.21,372.54999999999995,False,Clothing
2020-03-26,402.81666666666666,1267.6666666666665,170.91666666666669,372.0,False,Clothing
2020-03-27,403.6083333333333,1269.9833333333333,170.62333333333333,371.45,False,Clothing
2020-03-28,404.4,1272.3,170.33,370.9,False,Clothing
2020-03-29,393.06666666666666,1122.5,171.16333333333336,366.4,False,Clothing
2020-03-30,381.7333333333333,972.7,171.99666666666667,361.9,False,Clothing
2020-03-31,370.4,822.9,172.83,357.4,False,Clothing
2020-04-01,377.3363636363636,837.3090909090909,173.19727272727275,361.99090909090904,False,Clothing
2020-04-02,384.27272727272725,851.7181818181818,173.56454545454545,366.58181818181816,False,Clothing
2020-04-03,391.2090909090909,866.1272727272727,173.9318181818182,371.17272727272723,False,Clothing
2020-04-04,398.1454545454545,880.5363636363636,174.29909090909092,375.76363636363635,False,Clothing
2020-04-05,405.08181818181816,894.9454545454545,174.66636363636366,380.3545454545454,False,Clothing
2020-04-06,412.0181818181818,909.3545454545455,175.03363636363636,384.94545454545454,False,Clothing
2020-04-07,418.95454545454544,923.7636363636364,175.4009090909091,389.5363636363636,False,Clothing
2020-04-08,425.8909090909091,938.1727272727272,175.76818181818183,394.1272727272727,False,Clothing
2020-04-09,432.8272727272727,952.5818181818181,176.13545454545456,398.7181818181818,False,Clothing
2020-04-10,439.76363636363635,966.9909090909091,176.50272727272727,403.30909090909086,False,Clothing
2020-04-11,446.7,981.4,176.87,407.9,False,Clothing
2020-04-12,445.60833333333335,1006.275,176.33166666666668,407.21666666666664,False,Clothing
2020-04-13,444.51666666666665,1031.15,175.79333333333335,406.5333333333333,False,Clothing
2020-04-14,443.425,1056.025,175.255,405.84999999999997,False,Clothing
2020-04-15,442.3333333333333,1080.9,174.71666666666667,405.16666666666663,False,Clothing
2020-04-16,441.2416666666667,1105.775,174.17833333333334,404.4833333333333,False,Clothing
2020-04-17,440.15,1130.65,173.64,403.79999999999995,False,Clothing
2020-04-18,439.05833333333334,1155.525,173.10166666666666,403.1166666666667,False,Clothing
2020-04-19,437.9666666666667,1180.4,172.56333333333333,402.43333333333334,False,Clothing
2020-04-20,436.875,1205.275,172.025,401.75,False,Clothing
2020-04-21,435.78333333333336,1230.15,171.48666666666668,401.06666666666666,False,Clothing
2020-04-22,434.69166666666666,1255.025,170.94833333333332,400.3833333333333,False,Clothing
2020-04-23,433.6,1279.9,170.41,399.7,False,Clothing
2020-04-24,425.1333333333333,1284.15,169.31666666666666,396.6,False,Clothing
2020-04-25,416.6666666666667,1288.4,168.22333333333333,393.5,False,Clothing
2020-04-26,408.20000000000005,1292.65,167.13,390.4,False,Clothing
2020-04-27,399.73333333333335,1296.9,166.03666666666666,387.3,False,Clothing
2020-04-28,391.26666666666665,1301.15,164.94333333333333,384.20000000000005,False,Clothing
2020-04-29,382.8,1305.4,163.85,381.1,False,Clothing
2020-04-30,380.0,1307.376923076923,164.1523076923077,376.8538461538462,False,Clothing
2020-05-01,377.2,1309.3538461538462,164.45461538461538,372.60769230769233,False,Clothing
2020-05-02,374.4,1311.3307692307692,164.75692307692307,368.3615384615385,False,Clothing
2020-05-03,371.6,1313.3076923076924,165.05923076923077,364.11538461538464,False,Clothing
2020-05-04,368.8,1315.2846153846153,165.36153846153846,359.8692307692308,False,Clothing
2020-05-05,366.0,1317.2615384615385,165.66384615384615,355.62307692307695,False,Clothing
2020-05-06,363.2,1319.2384615384615,165.96615384615384,351.37692307692305,False,Clothing
2020-05-07,360.4,1321.2153846153847,166.26846153846154,347.1307692307692,False,Clothing
2020-05-08,357.59999999999997,1323.1923076923076,166.57076923076923,342.88461538461536,False,Clothing
2020-05-09,354.8,1325.1692307692308,166.87307692307692,338.6384615384615,False,Clothing
2020-05-10,352.0,1327.1461538461538,167.17538461538462,334.39230769230767,False,Clothing
2020-05-11,349.2,1329.123076923077,167.4776923076923,330.1461538461538,False,Clothing
2020-05-12,346.4,1331.1,167.78,325.9,False,Clothing
2020-05-13,354.22499999999997,1326.2875,167.355,337.73749999999995,False,Clothing
2020-05-14,362.04999999999995,1321.475,166.93,349.575,False,Clothing
2020-05-15,369.875,1316.6625,166.505,361.4125,False,Clothing
2020-05-16,377.7,1311.85,166.07999999999998,373.25,False,Clothing
2020-05-17,385.525,1307.0375,165.655,385.0875,False,Clothing
2020-05-18,393.35,1302.225,165.23,396.925,False,Clothing
2020-05-19,401.175,1297.4125,164.805,408.76250000000005,False,Clothing
2020-05-20,409.0,1292.6,164.38,420.6,False,Clothing
2020-05-21,406.65,1294.56,165.048,415.77000000000004,False,Clothing
2020-05-22,404.3,1296.52,165.716,410.94,False,Clothing
2020-05-23,401.95,1298.48,166.384,406.11,False,Clothing
2020-05-24,399.6,1300.44,167.052,401.28000000000003,False,Clothing
2020-05-25,397.25,1302.4,167.72,396.45000000000005,False,Clothing
2020-05-26,394.9,1304.36,168.388,391.62,False,Clothing
2020-05-27,392.55,1306.32,169.056,386.79,False,Clothing
2020-05-28,390.2,1308.28,169.724,381.96000000000004,False,Clothing
2020-05-29,387.85,1310.24,170.392,377.13,False,Clothing
2020-05-30,385.5,1312.2,171.06,372.3,False,Clothing
2020-05-31,384.8090909090909,1311.8181818181818,170.7327272727273,371.26363636363635,False,Clothing
2020-06-01,384.1181818181818,1311.4363636363637,170.40545454545455,370.22727272727275,False,Clothing
2020-06-02,383.42727272727274,1311.0545454545454,170.07818181818183,369.1909090909091,False,Clothing
2020-06-03,382.73636363636365,1310.6727272727273,169.7509090909091,368.1545454545454,False,Clothing
2020-06-04,382.04545454545456,1310.290909090909,169.42363636363638,367.1181818181818,False,Clothing
2020-06-05,381.3545454545454,1309.909090909091,169.09636363636363,366.08181818181816,False,Clothing
2020-06-06,380.66363636363633,1309.5272727272727,168.76909090909092,365.04545454545456,False,Clothing
2020-06-07,379.97272727272724,1309.1454545454546,168.44181818181818,364.0090909090909,False,Clothing
2020-06-08,379.28181818181815,1308.7636363636364,168.11454545454546,362.97272727272724,False,Clothing
2020-06-09,378.59090909090907,1308.3818181818183,167.78727272727272,361.93636363636364,False,Clothing
2020-06-10,377.9,1308.0,167.46,360.9,False,Clothing
2020-06-11,379.23999999999995,1308.5533333333333,168.33333333333334,361.71999999999997,False,Clothing
2020-06-12,380.58,1309.1066666666666,169.20666666666668,362.53999999999996,False,Clothing
2020-06-13,381.91999999999996,1309.66,170.08,363.35999999999996,False,Clothing
2020-06-14,383.26,1310.2133333333334,170.95333333333335,364.18,False,Clothing
2020-06-15,384.59999999999997,1310.7666666666667,171.82666666666668,365.0,False,Clothing
2020-06-16,385.94,1311.32,172.70000000000002,365.82,False,Clothing
2020-06-17,387.28,1311.8733333333332,173.57333333333335,366.64,False,Clothing
2020-06-18,388.62,1312.4266666666667,174.44666666666666,367.46,False,Clothing
2020-06-19,389.96,1312.98,175.32,368.28,False,Clothing
2020-06-20,391.3,1313.5333333333333,176.19333333333333,369.09999999999997,False,Clothing
2020-06-21,392.64,1314.0866666666666,177.06666666666666,369.91999999999996,False,Clothing
2020-06-22,393.98,1314.6399999999999,177.94,370.74,False,Clothing
2020-06-23,395.32,1315.1933333333334,178.81333333333333,371.56,False,Clothing
2020-06-24,396.65999999999997,1315.7466666666667,179.68666666666667,372.38,False,Clothing
2020-06-25,398.0,1316.3,180.56,373.2,False,Clothing
2020-06-26,397.51,1315.735,179.9545,374.65,False,Clothing
2020-06-27,397.02,1315.17,179.349,376.09999999999997,False,Clothing
2020-06-28,396.53,1314.605,178.7435,377.55,False,Clothing
2020-06-29,396.04,1314.04,178.138,379.0,False,Clothing
2020-06-30,395.55,1313.475,177.5325,380.45,False,Clothing
2020-07-01,395.06,1312.9099999999999,176.927,381.9,False,Clothing
2020-07-02,394.57,1312.345,176.3215,383.34999999999997,False,Clothing
2020-07-03,394.08,1311.78,175.716,384.8,False,Clothing
2020-07-04,393.59,1311.215,175.1105,386.25,False,Clothing
2020-07-05,393.1,1310.65,174.505,387.7,False,Clothing
2020-07-06,392.61,1310.085,173.8995,389.15,False,Clothing
2020-07-07,392.12,1309.52,173.29399999999998,390.59999999999997,False,Clothing
2020-07-08,391.63,1308.955,172.6885,392.05,False,Clothing
2020-07-09,391.14,1308.3899999999999,172.083,393.5,False,Clothing
2020-07-10,390.65,1307.825,171.4775,394.95,False,Clothing
2020-07-11,390.15999999999997,1307.26,170.87199999999999,396.4,False,Clothing
2020-07-12,389.67,1306.695,170.26649999999998,397.84999999999997,False,Clothing
2020-07-13,389.18,1306.13,169.661,399.3,False,Clothing
2020-07-14,388.69,1305.565,169.0555,400.75,False,Clothing
2020-07-15,388.2,1305.0,168.45,402.2,False,Clothing
2020-07-16,400.84444444444443,1298.7444444444445,168.51666666666665,415.56666666666666,False,Clothing
2020-07-17,413.4888888888889,1292.4888888888888,168.58333333333331,428.93333333333334,False,Clothing
2020-07-18,426.1333333333333,1286.2333333333333,168.65,442.3,False,Clothing
2020-07-19,438.77777777777777,1279.9777777777779,168.71666666666667,455.66666666666663,False,Clothing
