order_date,category,units_sold,inventory_on_hand,unit_price,injected_anomaly
2024-10-20,Clothing,226,367,41.9,
2024-10-21,Clothing,229,545,41.46,
2024-10-22,Clothing,296,826,40.02,
2024-10-23,Clothing,323,770,39.63,
2024-10-24,Clothing,240,380,39.25,
2024-10-25,Clothing,203,440,38.86,
2024-10-26,Clothing,219,499,40.72,
2024-10-27,Clothing,223,629,38.54,
2024-10-28,Clothing,202,314,39.63,
2024-10-29,Clothing,296,774,40.01,
2024-10-30,Clothing,298,880,38.61,
2024-10-31,Clothing,277,768,39.8,
2024-11-01,Clothing,300,775,38.89,
2024-11-02,Clothing,322,816,40.24,
2024-11-03,Clothing,327,816,38.63,
2024-11-04,Clothing,414,900,39.39,
2024-11-05,Clothing,502,984,40.14,
2024-11-06,Clothing,409,955,39.6,
2024-11-07,Clothing,372,842,40.73,
2024-11-08,Clothing,349,1022,38.83,
2024-11-09,Clothing,332,888,41.53,
2024-11-10,Clothing,347,691,40.94,
2024-11-11,Clothing,407,1098,38.49,
2024-11-12,Clothing,485,1118,39.75,
2024-11-13,Clothing,441,1314,40.36,
2024-11-14,Clothing,374,1166,38.0,
2024-11-15,Clothing,306,767,41.9,
2024-11-16,Clothing,331,605,38.34,
2024-11-17,Clothing,70,205,39.11,drop
2024-11-18,Clothing,369,1060,41.45,
2024-11-19,Clothing,437,781,38.93,
2024-11-20,Clothing,471,722,41.01,
2024-11-21,Clothing,454,1042,41.96,
2024-11-22,Clothing,382,608,41.54,
2024-11-23,Clothing,309,609,41.05,
2024-11-24,Clothing,371,946,39.96,
2024-11-25,Clothing,409,1157,38.56,
2024-11-26,Clothing,447,744,40.83,
2024-11-27,Clothing,501,1452,39.67,
2024-11-28,Clothing,452,699,41.23,
2024-11-29,Clothing,398,1039,41.77,
2024-11-30,Clothing,343,579,41.06,
2024-12-01,Clothing,367,725,39.89,
2024-12-02,Clothing,391,871,38.73,
2024-12-03,Clothing,448,911,39.5,
2024-12-04,Clothing,504,951,40.28,
2024-12-05,Clothing,427,897,39.48,
2024-12-06,Clothing,420,947,39.16,
2024-12-07,Clothing,385,956,38.8,
2024-12-08,Clothing,290,668,41.36,
2024-12-09,Clothing,372,593,40.53,
2024-12-10,Clothing,506,1055,39.7,
2024-12-11,Clothing,569,1537,38.33,
2024-12-12,Clothing,441,806,38.05,
2024-12-13,Clothing,383,874,39.43,
2024-12-14,Clothing,388,942,38.79,
2024-12-15,Clothing,406,1053,40.11,
2024-12-16,Clothing,468,1372,39.24,
2024-12-17,Clothing,505,1083,38.37,
2024-12-18,Clothing,542,1065,38.94,
2024-12-19,Clothing,539,928,41.47,
2024-12-20,Clothing,394,607,39.28,
2024-12-21,Clothing,407,988,38.15,
2024-12-22,Clothing,431,1269,38.51,
2024-12-23,Clothing,455,704,41.25,
2024-12-24,Clothing,489,1039,39.59,
2024-12-25,Clothing,558,1207,38.81,
2024-12-26,Clothing,472,1125,38.45,
2024-12-27,Clothing,397,817,41.39,
2024-12-28,Clothing,399,724,39.76,
2024-12-29,Clothing,436,882,41.13,
2024-12-30,Clothing,458,912,38.64,
2024-12-31,Clothing,547,1253,39.98,
2025-01-01,Clothing,368,684,39.65,
2025-01-02,Clothing,369,722,40.02,
2025-01-03,Clothing,317,753,39.24,
2025-01-04,Clothing,321,624,40.98,
2025-01-05,Clothing,334,726,40.92,
2025-01-06,Clothing,348,828,40.86,
2025-01-07,Clothing,416,1050,38.91,
2025-01-08,Clothing,481,846,40.65,
2025-01-09,Clothing,401,946,38.97,
2025-01-10,Clothing,382,510,38.82,
2025-01-11,Clothing,363,545,39.61,
2025-01-12,Clothing,339,677,40.42,
2025-01-13,Clothing,342,809,38.24,
2025-01-14,Clothing,408,820,38.12,
2025-01-15,Clothing,475,832,38.01,
2025-01-16,Clothing,440,702,41.68,
2025-01-17,Clothing,334,753,38.83,
2025-01-18,Clothing,336,851,41.63,
2025-01-19,Clothing,307,873,41.54,
2025-01-20,Clothing,396,1094,39.15,
2025-01-21,Clothing,455,1315,39.26,
2025-01-22,Clothing,449,1198,39.38,
2025-01-23,Clothing,466,1081,38.47,
2025-01-24,Clothing,319,675,38.97,
2025-01-25,Clothing,392,717,39.5,
2025-01-26,Clothing,386,670,41.31,
2025-01-27,Clothing,430,775,40.74,
2025-01-28,Clothing,490,1086,38.63,
2025-01-29,Clothing,476,1149,39.77,
2025-01-30,Clothing,423,1212,41.35,
2025-01-31,Clothing,306,738,38.08,
2025-02-01,Clothing,371,997,40.68,
2025-02-02,Clothing,370,761,40.24,
2025-02-03,Clothing,403,902,40.74,
2025-02-04,Clothing,401,1015,38.06,
2025-02-05,Clothing,400,956,38.81,
2025-02-06,Clothing,398,896,39.55,
2025-02-07,Clothing,396,837,40.3,
2025-02-08,Clothing,395,777,41.04,
2025-02-09,Clothing,393,718,41.79,
2025-02-10,Clothing,422,806,40.7,
2025-02-11,Clothing,452,893,39.62,
2025-02-12,Clothing,424,964,39.23,
2025-02-13,Clothing,397,1034,38.84,
2025-02-14,Clothing,369,1105,38.45,
2025-02-15,Clothing,379,850,40.66,
2025-02-16,Clothing,422,890,41.72,
2025-02-17,Clothing,422,1010,40.31,
2025-02-18,Clothing,469,951,39.64,
2025-02-19,Clothing,560,942,40.19,
2025-02-20,Clothing,470,1316,40.76,
2025-02-21,Clothing,425,828,40.98,
2025-02-22,Clothing,343,573,38.91,
2025-02-23,Clothing,427,1243,38.98,
2025-02-24,Clothing,371,734,40.33,
2025-02-25,Clothing,446,1060,39.38,
2025-02-26,Clothing,522,1387,38.44,
2025-02-27,Clothing,454,1217,39.28,
2025-02-28,Clothing,387,1047,40.12,
2025-03-01,Clothing,391,1099,40.27,
2025-03-02,Clothing,439,1253,40.19,
2025-03-03,Clothing,481,1268,41.54,
2025-03-04,Clothing,489,817,40.05,
2025-03-05,Clothing,445,1180,38.56,
2025-03-06,Clothing,401,1002,40.01,
2025-03-07,Clothing,357,823,41.46,
2025-03-08,Clothing,368,576,39.65,
2025-03-09,Clothing,392,692,41.17,
2025-03-10,Clothing,460,912,40.38,
2025-03-11,Clothing,528,1132,39.59,
2025-03-12,Clothing,549,1389,38.82,
2025-03-13,Clothing,449,1298,40.18,
2025-03-14,Clothing,344,1028,41.54,
2025-03-15,Clothing,376,803,38.04,
2025-03-16,Clothing,415,716,39.11,
2025-03-17,Clothing,438,1220,39.1,
2025-03-18,Clothing,500,1246,39.34,
2025-03-19,Clothing,563,1271,39.58,
2025-03-20,Clothing,518,868,41.85,
2025-03-21,Clothing,402,738,39.17,
2025-03-22,Clothing,423,828,40.33,
2025-03-23,Clothing,410,634,41.41,
2025-03-24,Clothing,476,881,38.39,
2025-03-25,Clothing,547,1363,38.84,
2025-03-26,Clothing,543,1395,39.29,
2025-03-27,Clothing,539,1533,40.31,
2025-03-28,Clothing,369,776,38.22,
2025-03-29,Clothing,407,767,39.61,
2025-03-30,Clothing,376,810,40.31,
2025-03-31,Clothing,439,1020,39.42,
2025-04-01,Clothing,505,906,39.43,
2025-04-02,Clothing,509,1168,39.06,
2025-04-03,Clothing,513,1430,38.69,
2025-04-04,Clothing,478,1340,39.4,
2025-04-05,Clothing,442,1251,40.11,
2025-04-06,Clothing,387,865,39.02,
2025-04-07,Clothing,470,933,39.2,
2025-04-08,Clothing,474,955,39.97,
2025-04-09,Clothing,477,978,40.73,
2025-04-10,Clothing,481,1000,41.5,
2025-04-11,Clothing,406,808,38.49,
2025-04-12,Clothing,422,973,38.01,
2025-04-13,Clothing,424,810,40.93,
2025-04-14,Clothing,426,910,38.57,
2025-04-15,Clothing,541,1011,39.48,
2025-04-16,Clothing,620,1714,41.58,
2025-04-17,Clothing,481,1345,41.73,
2025-04-18,Clothing,394,977,41.5,
2025-04-19,Clothing,353,608,38.75,
2025-04-20,Clothing,428,1077,40.38,
2025-04-21,Clothing,477,1173,40.11,
2025-04-22,Clothing,623,964,39.23,
2025-04-23,Clothing,526,1213,40.99,
2025-04-24,Clothing,434,1106,41.36,
2025-04-25,Clothing,343,1000,41.73,
2025-04-26,Clothing,387,1159,41.62,
2025-04-27,Clothing,416,636,40.63,
2025-04-28,Clothing,418,1026,38.51,
2025-04-29,Clothing,488,1185,40.96,
2025-04-30,Clothing,561,1555,38.96,
2025-05-01,Clothing,378,778,41.36,
2025-05-02,Clothing,440,837,40.78,
2025-05-03,Clothing,363,770,39.32,
2025-05-04,Clothing,405,658,38.23,
2025-05-05,Clothing,387,915,39.07,
2025-05-06,Clothing,598,1744,40.27,
2025-05-07,Clothing,546,1540,41.31,
2025-05-08,Clothing,452,1058,40.8,
2025-05-09,Clothing,357,576,40.28,
2025-05-10,Clothing,362,668,40.18,
2025-05-11,Clothing,366,759,40.08,
2025-05-12,Clothing,460,853,39.8,
2025-05-13,Clothing,553,947,39.51,
2025-05-14,Clothing,524,1225,40.01,
2025-05-15,Clothing,461,841,40.66,
2025-05-16,Clothing,359,994,41.32,
2025-05-17,Clothing,408,1122,41.3,
2025-05-18,Clothing,430,746,38.38,
2025-05-19,Clothing,452,699,38.9,
2025-05-20,Clothing,437,721,38.78,
2025-05-21,Clothing,458,742,40.06,
2025-05-22,Clothing,480,764,41.35,
2025-05-23,Clothing,403,1122,38.13,
2025-05-24,Clothing,393,866,40.2,
2025-05-25,Clothing,395,1073,40.5,
2025-05-26,Clothing,414,1099,39.3,
2025-05-27,Clothing,456,1125,39.47,
2025-05-28,Clothing,497,1151,39.64,
2025-05-29,Clothing,446,1177,39.81,
2025-05-30,Clothing,345,733,41.43,
2025-05-31,Clothing,354,896,40.55,
2025-06-01,Clothing,372,660,41.32,
2025-06-02,Clothing,418,1062,39.11,
2025-06-03,Clothing,467,876,40.72,
2025-06-04,Clothing,462,1207,40.42,
2025-06-05,Clothing,414,670,39.68,
2025-06-06,Clothing,373,1001,39.03,
2025-06-07,Clothing,318,946,39.56,
2025-06-08,Clothing,346,979,38.4,
2025-06-09,Clothing,412,1011,38.54,
2025-06-10,Clothing,478,1044,38.68,
2025-06-11,Clothing,459,868,38.97,
2025-06-12,Clothing,398,726,39.25,
2025-06-13,Clothing,336,584,39.54,
2025-06-14,Clothing,349,726,40.56,
2025-06-15,Clothing,344,867,40.69,
2025-06-16,Clothing,364,708,40.82,
2025-06-17,Clothing,427,1075,40.95,
2025-06-18,Clothing,519,936,40.83,
2025-06-19,Clothing,461,893,40.8,
2025-06-20,Clothing,403,970,39.49,
2025-06-21,Clothing,345,1020,41.6,
2025-06-22,Clothing,338,697,40.91,
2025-06-23,Clothing,331,529,39.47,
2025-06-24,Clothing,404,901,40.79,
2025-06-25,Clothing,475,1251,40.37,
2025-06-26,Clothing,381,989,40.5,
2025-06-27,Clothing,287,693,38.2,
2025-06-28,Clothing,321,943,39.88,
2025-06-29,Clothing,1264,3134,38.44,spike
2025-06-30,Clothing,364,1030,38.53,
2023-01-02,Electronics,219,549,255.04,
2023-01-03,Electronics,50,127,250.91,drop
2023-01-04,Electronics,270,669,248.44,
2023-01-05,Electronics,237,586,248.68,
2023-01-06,Electronics,204,503,248.92,
2023-01-07,Electronics,215,529,250.22,
2023-01-08,Electronics,226,554,251.53,
2023-01-09,Electronics,241,522,254.38,
2023-01-10,Electronics,266,617,259.92,
2023-01-11,Electronics,245,585,260.48,
2023-01-12,Electronics,225,553,252.44,
2023-01-13,Electronics,204,521,244.4,
2023-01-14,Electronics,232,392,259.2,
2023-01-15,Electronics,232,593,248.84,
2023-01-16,Electronics,251,416,241.51,
2023-01-17,Electronics,284,487,242.26,
2023-01-18,Electronics,292,862,245.95,
2023-01-19,Electronics,271,547,252.18,
2023-01-20,Electronics,199,570,261.09,
2023-01-21,Electronics,203,596,238.31,
2023-01-22,Electronics,241,631,249.4,
2023-01-23,Electronics,219,555,249.35,
2023-01-24,Electronics,303,496,250.75,
2023-01-25,Electronics,326,527,245.32,
2023-01-26,Electronics,315,544,239.2,
2023-01-27,Electronics,204,566,261.6,
2023-01-28,Electronics,251,393,246.6,
2023-01-29,Electronics,246,406,255.36,
2023-01-30,Electronics,268,503,237.9,
2023-01-31,Electronics,311,722,245.52,
2023-02-01,Electronics,307,784,242.85,
2023-02-02,Electronics,270,664,242.04,
2023-02-03,Electronics,237,413,247.88,
2023-02-04,Electronics,224,580,256.59,
2023-02-05,Electronics,306,680,245.63,
2023-02-06,Electronics,273,698,254.75,
2023-02-07,Electronics,329,523,256.71,
2023-02-08,Electronics,258,607,246.92,
2023-02-09,Electronics,244,819,243.4,
2023-02-10,Electronics,252,750,244.65,
2023-02-11,Electronics,260,680,245.9,
2023-02-12,Electronics,268,610,247.14,
2023-02-13,Electronics,303,716,246.18,
2023-02-14,Electronics,339,822,245.23,
2023-02-15,Electronics,330,905,244.27,
2023-02-16,Electronics,322,558,247.23,
2023-02-17,Electronics,233,467,257.88,
2023-02-18,Electronics,258,702,252.34,
2023-02-19,Electronics,250,467,241.85,
2023-02-20,Electronics,271,562,242.13,
2023-02-21,Electronics,306,580,259.04,
2023-02-22,Electronics,299,763,244.45,
2023-02-23,Electronics,292,478,249.2,
2023-02-24,Electronics,231,639,253.95,
2023-02-25,Electronics,276,719,254.52,
2023-02-26,Electronics,276,799,258.93,
2023-02-27,Electronics,284,850,255.28,
2023-02-28,Electronics,298,750,243.99,
2023-03-01,Electronics,348,772,239.68,
2023-03-02,Electronics,302,517,261.2,
2023-03-03,Electronics,274,600,258.98,
2023-03-04,Electronics,246,682,256.76,
2023-03-05,Electronics,275,567,255.79,
2023-03-06,Electronics,303,669,254.04,
2023-03-07,Electronics,331,771,252.3,
2023-03-08,Electronics,359,873,250.55,
2023-03-09,Electronics,322,679,249.6,
2023-03-10,Electronics,306,615,246.24,
2023-03-11,Electronics,290,550,242.87,
2023-03-12,Electronics,274,486,239.51,
2023-03-13,Electronics,276,507,262.11,
2023-03-14,Electronics,353,536,239.72,
2023-03-15,Electronics,369,869,248.44,
2023-03-16,Electronics,304,704,248.69,
2023-03-17,Electronics,269,540,256.42,
2023-03-18,Electronics,259,761,250.09,
2023-03-19,Electronics,280,782,248.57,
2023-03-20,Electronics,280,620,251.52,
2023-03-21,Electronics,334,957,247.68,
2023-03-22,Electronics,369,654,257.48,
2023-03-23,Electronics,309,678,250.17,
2023-03-24,Electronics,256,703,244.07,
2023-03-25,Electronics,242,567,237.96,
2023-03-26,Electronics,293,593,257.61,
2023-03-27,Electronics,308,785,255.16,
2023-03-28,Electronics,338,802,246.18,
2023-03-29,Electronics,414,756,251.83,
2023-03-30,Electronics,355,992,242.17,
2023-03-31,Electronics,245,495,247.78,
2023-04-01,Electronics,270,627,238.15,
2023-04-02,Electronics,290,648,256.38,
2023-04-03,Electronics,309,925,249.08,
2023-04-04,Electronics,353,896,254.7,
2023-04-05,Electronics,332,951,256.83,
2023-04-06,Electronics,368,574,239.25,
2023-04-07,Electronics,286,783,243.62,
2023-04-08,Electronics,265,648,238.84,
2023-04-09,Electronics,226,573,255.65,
2023-04-10,Electronics,295,875,250.2,
2023-04-11,Electronics,332,776,248.95,
2023-04-12,Electronics,369,678,247.7,
2023-04-13,Electronics,339,745,253.64,
2023-04-14,Electronics,279,776,251.08,
2023-04-15,Electronics,261,553,242.74,
2023-04-16,Electronics,287,789,242.34,
2023-04-17,Electronics,309,535,245.99,
2023-04-18,Electronics,318,544,248.58,
2023-04-19,Electronics,328,554,240.06,
2023-04-20,Electronics,340,738,242.63,
2023-04-21,Electronics,264,450,257.64,
2023-04-22,Electronics,280,598,261.5,
2023-04-23,Electronics,268,739,238.85,
2023-04-24,Electronics,296,765,243.79,
2023-04-25,Electronics,342,761,243.97,
2023-04-26,Electronics,371,757,239.61,
2023-04-27,Electronics,317,857,248.15,
2023-04-28,Electronics,261,774,252.96,
2023-04-29,Electronics,230,478,240.9,
2023-04-30,Electronics,284,637,239.57,
2023-05-01,Electronics,284,504,245.4,
2023-05-02,Electronics,280,507,245.62,
2023-05-03,Electronics,276,511,245.83,
2023-05-04,Electronics,273,515,246.05,
2023-05-05,Electronics,269,519,246.27,
2023-05-06,Electronics,253,606,239.18,
2023-05-07,Electronics,208,499,243.63,
2023-05-08,Electronics,163,392,248.08,
2023-05-09,Electronics,118,286,252.53,drop
2023-05-10,Electronics,254,741,256.7,
2023-05-11,Electronics,307,608,261.05,
2023-05-12,Electronics,228,476,249.86,
2023-05-13,Electronics,232,685,242.53,
2023-05-14,Electronics,265,702,258.59,
2023-05-15,Electronics,278,763,261.23,
2023-05-16,Electronics,375,780,260.23,
2023-05-17,Electronics,351,889,258.16,
2023-05-18,Electronics,300,682,243.38,
2023-05-19,Electronics,251,476,258.23,
2023-05-20,Electronics,272,446,240.54,
2023-05-21,Electronics,253,416,246.68,
2023-05-22,Electronics,290,605,239.57,
2023-05-23,Electronics,345,578,260.05,
2023-05-24,Electronics,336,713,261.02,
2023-05-25,Electronics,299,723,257.04,
2023-05-26,Electronics,237,498,256.8,
2023-05-27,Electronics,257,705,245.09,
2023-05-28,Electronics,263,499,249.96,
2023-05-29,Electronics,289,796,258.33,
2023-05-30,Electronics,329,710,247.86,
2023-05-31,Electronics,332,599,261.69,
2023-06-01,Electronics,287,481,255.54,
2023-06-02,Electronics,242,363,249.4,
2023-06-03,Electronics,249,649,254.29,
2023-06-04,Electronics,226,485,238.09,
2023-06-05,Electronics,291,651,254.69,
2023-06-06,Electronics,298,839,260.25,
2023-06-07,Electronics,379,814,255.26,
2023-06-08,Electronics,244,458,244.72,
2023-06-09,Electronics,223,528,253.87,
2023-06-10,Electronics,245,509,261.21,
2023-06-11,Electronics,224,539,243.66,
2023-06-12,Electronics,276,682,258.88,
2023-06-13,Electronics,327,975,245.92,
2023-06-14,Electronics,326,800,259.59,
2023-06-15,Electronics,300,724,247.03,
2023-06-16,Electronics,239,524,248.83,
2023-06-17,Electronics,225,341,256.76,
2023-06-18,Electronics,237,666,248.51,
2023-06-19,Electronics,258,567,249.37,
2023-06-20,Electronics,278,594,246.94,
2023-06-21,Electronics,299,620,244.5,
2023-06-22,Electronics,298,451,258.8,
2023-06-23,Electronics,202,421,240.76,
2023-06-24,Electronics,217,502,254.21,
2023-06-25,Electronics,232,677,237.49,
2023-06-26,Electronics,250,516,261.59,
2023-06-27,Electronics,278,439,255.63,
2023-06-28,Electronics,289,697,252.67,
2023-06-29,Electronics,268,493,247.37,
2023-06-30,Electronics,207,547,243.68,
2023-07-01,Electronics,228,340,250.28,
2023-07-02,Electronics,249,562,238.04,
2023-07-03,Electronics,304,798,256.7,
2023-07-04,Electronics,295,810,249.13,
2023-07-05,Electronics,286,823,241.57,
2023-07-06,Electronics,269,668,243.14,
2023-07-07,Electronics,213,452,257.33,
2023-07-08,Electronics,212,595,238.25,
2023-07-09,Electronics,383,947,241.8,
2023-07-10,Electronics,554,1298,245.34,spike
2023-07-11,Electronics,274,593,260.59,
2023-07-12,Electronics,250,648,251.12,
2023-07-13,Electronics,225,533,241.11,
2023-07-14,Electronics,192,530,254.7,
2023-07-15,Electronics,194,466,245.87,
2023-07-16,Electronics,194,315,241.08,
2023-07-17,Electronics,205,390,249.53,
2023-07-18,Electronics,257,528,256.98,
2023-07-19,Electronics,288,472,257.55,
2023-07-20,Electronics,248,539,240.55,
2023-07-21,Electronics,222,585,256.12,
2023-07-22,Electronics,195,479,255.14,
2023-07-23,Electronics,180,498,259.12,
2023-07-24,Electronics,221,517,241.56,
2023-07-25,Electronics,234,571,251.14,
2023-07-26,Electronics,263,778,240.9,
2023-07-27,Electronics,227,437,240.49,
2023-07-28,Electronics,200,556,241.47,
2023-07-29,Electronics,191,496,260.26,
2023-07-30,Electronics,211,361,251.17,
2023-07-31,Electronics,204,338,237.74,
2023-08-01,Electronics,197,364,243.06,
2023-08-02,Electronics,190,391,248.37,
2023-08-03,Electronics,183,418,253.68,
2023-08-04,Electronics,176,444,259.0,
2023-08-05,Electronics,198,522,253.72,
2023-08-06,Electronics,214,528,250.98,
2023-08-07,Electronics,231,533,248.24,
2023-08-08,Electronics,247,539,245.5,
2023-08-09,Electronics,160,275,238.34,
2023-08-10,Electronics,208,375,261.03,
2023-08-11,Electronics,332,834,245.99,
2023-08-12,Electronics,234,478,248.78,
2023-08-13,Electronics,171,381,241.41,
2023-08-14,Electronics,191,565,247.42,
2023-08-15,Electronics,221,653,238.47,
2023-08-16,Electronics,231,667,244.35,
2023-08-17,Electronics,215,592,245.41,
2023-08-18,Electronics,167,500,253.3,
2023-08-19,Electronics,169,492,245.27,
2023-08-20,Electronics,189,293,258.36,
2023-08-21,Electronics,174,359,245.94,
2023-08-22,Electronics,219,557,260.31,
2023-08-23,Electronics,234,654,257.58,
2023-08-24,Electronics,217,384,246.41,
2023-08-25,Electronics,152,239,251.82,
2023-08-26,Electronics,168,273,256.19,
2023-08-27,Electronics,183,529,241.93,
2023-08-28,Electronics,178,479,261.81,
2023-08-29,Electronics,216,553,256.3,
2023-08-30,Electronics,210,467,249.59,
2023-08-31,Electronics,211,601,250.55,
2023-09-01,Electronics,135,291,245.11,
2023-09-02,Electronics,156,352,251.52,
2023-09-03,Electronics,177,414,257.92,
2023-09-04,Electronics,195,450,255.04,
2023-09-05,Electronics,213,487,252.15,
2023-09-06,Electronics,231,524,249.27,
2023-09-07,Electronics,207,560,258.53,
2023-09-08,Electronics,184,506,254.4,
2023-09-09,Electronics,160,452,250.26,
2023-09-10,Electronics,160,427,254.34,
2023-09-11,Electronics,161,402,258.41,
2023-09-12,Electronics,223,584,248.29,
2023-09-13,Electronics,200,432,246.53,
2023-09-14,Electronics,190,424,248.46,
2023-09-15,Electronics,149,349,251.46,
2023-09-16,Electronics,172,362,255.01,
2023-09-17,Electronics,161,349,253.04,
2023-09-18,Electronics,159,357,249.77,
2023-09-19,Electronics,210,468,245.76,
2023-09-20,Electronics,198,580,251.36,
2023-09-21,Electronics,197,408,250.44,
2023-09-22,Electronics,140,236,253.15,
2023-09-23,Electronics,165,447,241.26,
2023-09-24,Electronics,165,281,247.01,
2023-09-25,Electronics,176,418,250.14,
2023-09-26,Electronics,188,556,253.26,
2023-09-27,Electronics,218,541,261.69,
2023-09-28,Electronics,189,529,241.22,
2023-09-29,Electronics,146,301,261.75,
2023-09-30,Electronics,150,332,259.41,
2023-10-01,Electronics,155,362,257.08,
2023-10-02,Electronics,243,418,251.33,
2023-10-03,Electronics,214,512,247.52,
2023-10-04,Electronics,214,606,257.94,
2023-10-05,Electronics,190,474,257.98,
2023-10-06,Electronics,167,343,258.01,
2023-10-07,Electronics,166,375,255.16,
2023-10-08,Electronics,166,407,252.32,
2023-10-09,Electronics,162,489,247.84,
2023-10-10,Electronics,192,425,250.17,
2023-10-11,Electronics,259,452,259.55,
2023-10-12,Electronics,192,478,251.84,
2023-10-13,Electronics,153,395,260.8,
2023-10-14,Electronics,156,410,260.69,
2023-10-15,Electronics,164,392,251.66,
2023-10-16,Electronics,172,373,242.63,
2023-10-17,Electronics,218,631,248.82,
2023-10-18,Electronics,222,456,257.07,
2023-10-19,Electronics,200,526,253.72,
2023-10-20,Electronics,159,362,240.57,
2023-10-21,Electronics,150,441,251.92,
2023-10-22,Electronics,162,332,245.19,
2023-10-23,Electronics,192,328,249.05,
2023-10-24,Electronics,225,354,258.52,
2023-10-25,Electronics,230,621,252.87,
2023-10-26,Electronics,176,507,247.22,
2023-10-27,Electronics,164,470,257.6,
2023-10-28,Electronics,167,374,262.39,
2023-10-29,Electronics,180,523,259.25,
2023-10-30,Electronics,175,365,258.12,
2023-10-31,Electronics,223,499,246.32,
2023-11-01,Electronics,301,633,239.06,
2023-11-02,Electronics,264,659,243.8,
2023-11-03,Electronics,256,427,247.79,
2023-11-04,Electronics,294,772,254.15,
2023-11-05,Electronics,271,463,257.24,
2023-11-06,Electronics,286,724,258.1,
2023-11-07,Electronics,347,985,260.37,
2023-11-08,Electronics,166,977,244.56,
2023-11-09,Electronics,344,969,240.58,
2023-11-10,Electronics,182,385,253.13,
2023-11-11,Electronics,246,624,240.4,
2023-11-12,Electronics,249,648,250.71,
2023-11-13,Electronics,279,740,259.67,
2023-11-14,Electronics,361,872,246.02,
2023-11-15,Electronics,374,679,239.52,
2023-11-16,Electronics,317,486,260.9,
2023-11-17,Electronics,229,439,262.36,
2023-11-18,Electronics,258,634,247.56,
2023-11-19,Electronics,281,429,241.45,
2023-11-20,Electronics,286,594,241.24,
2023-11-21,Electronics,353,737,259.15,
2023-11-22,Electronics,360,852,260.65,
2023-11-23,Electronics,317,873,256.43,
2023-11-24,Electronics,273,769,239.31,
2023-11-25,Electronics,265,448,252.65,
2023-11-26,Electronics,285,519,248.56,
2023-11-27,Electronics,308,793,240.4,
2023-11-28,Electronics,332,676,243.41,
2023-11-29,Electronics,348,905,240.38,
2023-11-30,Electronics,1639,4873,241.24,spike
2023-12-01,Electronics,275,609,250.32,
2023-12-02,Electronics,310,770,253.62,
2023-12-03,Electronics,345,932,256.91,
2023-12-04,Electronics,356,964,250.92,
2023-12-05,Electronics,368,997,244.93,
2023-12-06,Electronics,406,643,241.45,
2023-12-07,Electronics,362,654,247.5,
2023-12-08,Electronics,319,665,253.56,
2023-12-09,Electronics,275,676,259.61,
2023-12-10,Electronics,298,786,255.61,
2023-12-11,Electronics,321,834,259.15,
2023-12-12,Electronics,389,1034,257.68,
2023-12-13,Electronics,386,825,243.55,
2023-12-14,Electronics,380,844,249.85,
2023-12-15,Electronics,335,706,248.26,
2023-12-16,Electronics,290,567,246.68,
2023-12-17,Electronics,303,701,258.23,
2023-12-18,Electronics,317,658,253.04,
2023-12-19,Electronics,336,682,238.61,
2023-12-20,Electronics,356,656,245.73,spike
2023-12-21,Electronics,375,630,250.72,
2023-12-22,Electronics,327,900,251.28,
2023-12-23,Electronics,305,738,259.68,
2023-12-24,Electronics,316,787,260.94,
2023-12-25,Electronics,328,836,262.19,
2023-12-26,Electronics,426,760,241.27,
2023-12-27,Electronics,415,685,251.33,
2023-12-28,Electronics,385,741,261.39,
2023-12-29,Electronics,755,516,238.97,
2023-12-30,Electronics,1125,1892,242.96,
2023-12-31,Electronics,1495,3268,246.33,spike
2024-01-01,Electronics,253,726,249.46,
2024-01-02,Electronics,272,776,246.45,
2024-01-03,Electronics,291,825,243.44,
2024-01-04,Electronics,310,875,240.43,
2024-01-05,Electronics,254,645,239.43,
2024-01-06,Electronics,225,472,241.06,
2024-01-07,Electronics,251,436,246.56,
2024-01-08,Electronics,243,388,242.15,
2024-01-09,Electronics,240,590,240.72,
2024-01-10,Electronics,236,557,247.53,
2024-01-11,Electronics,232,525,254.35,
2024-01-12,Electronics,229,492,261.16,
2024-01-13,Electronics,235,522,252.86,
2024-01-14,Electronics,242,552,244.56,
2024-01-15,Electronics,248,431,247.83,
2024-01-16,Electronics,319,540,255.56,
2024-01-17,Electronics,325,680,246.4,
2024-01-18,Electronics,305,711,260.03,
2024-01-19,Electronics,255,640,248.18,
2024-01-20,Electronics,265,594,258.11,
2024-01-21,Electronics,275,779,259.96,
2024-01-22,Electronics,281,631,252.47,
2024-01-23,Electronics,319,761,245.39,
2024-01-24,Electronics,341,811,250.76,
2024-01-25,Electronics,305,778,240.29,
2024-01-26,Electronics,255,671,260.83,
2024-01-27,Electronics,236,692,249.55,
2024-01-28,Electronics,259,495,248.37,
2024-01-29,Electronics,1044,2530,249.36,
2024-01-30,Electronics,1830,4564,250.36,spike
2024-01-31,Electronics,388,816,252.29,
2024-02-01,Electronics,310,920,244.42,
2024-02-02,Electronics,269,451,260.24,
2024-02-03,Electronics,279,745,241.07,
2024-02-04,Electronics,296,724,258.67,
2024-02-05,Electronics,313,703,255.87,
2024-02-06,Electronics,370,867,259.41,
2024-02-07,Electronics,348,764,251.49,
2024-02-08,Electronics,326,660,243.57,
2024-02-09,Electronics,240,488,257.24,
2024-02-10,Electronics,262,446,258.92,
