date,product_category,units_sold,inventory_level,unit_price,promotion_flag,warehouse_dispatch_rate,is_anomaly,anomaly_type
15-05-2021,Beauty,529.5,1278,137.36,0,500,0,
16-05-2021,Beauty,490,1290.7,135.83,0,459.1,0,
17-05-2021,Beauty,475.9,1285.4,140.17,0,436.6,0,
18-05-2021,Beauty,473.6,1291.5,138.23,0,497,0,
19-05-2021,Beauty,501.8,1275.3,136.2,0,487.1,0,
20-05-2021,Beauty,495.2,1285.1,137.78,0,449.2,0,
21-05-2021,Beauty,517.1,1280.6,136.71,0,471.3,0,
22-05-2021,Beauty,495.5,1290.1,133.7,0,455.4,0,
23-05-2021,Beauty,705.4,1297.7,143.57,1,657.2,0,
24-05-2021,Beauty,478.7,1295.6,137.97,0,484,0,
25-05-2021,Beauty,447.2,1306,134.86,0,440,0,
26-05-2021,Beauty,537.3,1273.2,134.45,0,546.2,0,
27-05-2021,Beauty,529.2,1279.5,133.52,0,477.9,0,
28-05-2021,Beauty,508.9,1281.4,135.58,0,478.2,0,
29-05-2021,Beauty,468.4,1305.3,134.34,0,450,0,
30-05-2021,Beauty,498.5,1292.3,137.01,0,480.8,0,
31-05-2021,Beauty,495.3,1285.2,142.12,0,449.8,0,
01-06-2021,Beauty,503.4,1291.2,135.68,0,491.7,0,
02-06-2021,Beauty,487,1300.1,146.59,0,459.2,0,
03-06-2021,Beauty,524.1,1291.2,139.41,0,486.7,0,
04-06-2021,Beauty,569.3,1274.9,143.65,0,569.7,0,
05-06-2021,Beauty,501,1295.7,134.04,0,457.2,0,
06-06-2021,Beauty,525.5,1287.6,135.68,0,541.2,0,
07-06-2021,Beauty,491.1,1302.3,135.83,0,508.3,0,
08-06-2021,Beauty,491.3,1299.3,137.4,0,466.1,0,
09-06-2021,Beauty,510.8,1291,139.48,0,535.3,0,
10-06-2021,Beauty,507.2,1295.7,133.42,0,487,0,
11-06-2021,Beauty,527.1,1296.3,140,0,550.5,0,
12-06-2021,Beauty,538.8,1290.9,135.68,0,564.7,0,
13-06-2021,Beauty,523.4,1298.7,142.63,0,536,0,
14-06-2021,Beauty,520.9,1304.7,138.58,0,478.6,0,
15-06-2021,Beauty,480.5,1312.2,141.06,0,474.6,0,
16-06-2021,Beauty,510,1302,136.35,0,515,0,
17-06-2021,Beauty,574.9,674.1,139.12,0,524.1,0,
18-06-2021,Beauty,500.5,691.3,136.31,0,517.6,0,
19-06-2021,Beauty,513.1,690,139.28,0,51.9,1,supplier_delay
20-06-2021,Beauty,472.1,698.9,138.26,0,491,0,
21-06-2021,Beauty,495.9,694.1,141.83,0,484.6,0,
22-06-2021,Beauty,522,1301.4,140.19,0,495.2,0,
23-06-2021,Beauty,551.3,1292.1,138.92,0,538,0,
24-06-2021,Beauty,497.1,1307.5,138.13,0,501.8,0,
25-06-2021,Beauty,504.4,1317.1,137.82,0,485.5,0,
26-06-2021,Beauty,555,1303.9,133.51,0,528.7,0,
27-06-2021,Beauty,427.5,1345.6,134.5,0,389.7,0,
28-06-2021,Beauty,477.5,1330.6,135.12,0,461.8,0,
29-06-2021,Beauty,520.3,1318.2,142.17,0,498.9,0,
30-06-2021,Beauty,467,1337.6,136.14,0,466.8,0,
01-07-2021,Beauty,495.7,1328.8,136.37,0,478.7,0,
02-07-2021,Beauty,555.5,1317.9,139.29,0,500.3,0,
03-07-2021,Beauty,466.8,1340.4,135.08,0,454,0,
04-07-2021,Beauty,451.7,1351,141.49,0,459,0,
05-07-2021,Beauty,513.5,1338.3,130.57,0,534.9,0,
06-07-2021,Beauty,662.4,1342,141.01,1,615.3,0,
07-07-2021,Beauty,543.6,1331,142.72,0,523.7,0,
08-07-2021,Beauty,457,1362.3,138.55,0,469.4,0,
09-07-2021,Beauty,559.8,1328.2,135.69,0,507.4,0,
10-07-2021,Beauty,516.8,1345.6,140.22,0,492.3,0,
11-07-2021,Beauty,480.8,1360.8,135.56,0,475.4,0,
12-07-2021,Beauty,468.8,1360.1,143.42,0,446,0,
13-07-2021,Beauty,512,1350.7,139.17,0,498.3,0,
14-07-2021,Beauty,709.2,1347.3,135.09,1,738.2,0,
15-07-2021,Beauty,785.4,1332.9,139.89,1,709.7,0,
16-07-2021,Beauty,627.7,1337.7,134.76,1,572.3,0,
17-07-2021,Beauty,501.5,1346.4,135.43,0,466.2,0,
18-07-2021,Beauty,519.1,1340.6,139.74,0,497.2,0,
19-07-2021,Beauty,470.8,1349.9,135.68,0,457,0,
20-07-2021,Beauty,513.4,901.9,137.95,0,464.9,0,
21-07-2021,Beauty,478.1,909.4,139.2,0,493.5,0,
22-07-2021,Beauty,884.7,888.1,135.76,1,177.5,1,supplier_delay
23-07-2021,Beauty,569.8,884.7,136.11,0,535.7,0,
24-07-2021,Beauty,493.6,903.8,142.33,0,463.2,0,
25-07-2021,Beauty,498.9,1341.1,139.48,0,451,0,
26-07-2021,Beauty,491.4,1340.1,137.58,0,471.7,0,
27-07-2021,Beauty,487.9,1339.2,137.37,0,457.7,0,
28-07-2021,Beauty,478.8,1340.1,134.32,0,475.4,0,
29-07-2021,Beauty,518.3,1319.9,138.92,0,509.1,0,
30-07-2021,Beauty,482.1,1335.5,137.92,0,503.1,0,
31-07-2021,Beauty,547.3,1314.1,140.13,0,557.8,0,
01-08-2021,Beauty,534.5,1317.1,131.84,0,487.6,0,
02-08-2021,Beauty,519.2,1324.5,137.06,0,522.1,0,
03-08-2021,Beauty,708.1,1329.4,137.37,1,648.6,0,
04-08-2021,Beauty,519.3,1331.8,138.54,0,492.5,0,
05-08-2021,Beauty,490.8,1334.8,138.25,0,482.6,0,
06-08-2021,Beauty,483.6,1335.8,139.06,0,471.2,0,
07-08-2021,Beauty,480.4,1336.4,137.07,0,482.3,0,
08-08-2021,Beauty,503.5,1320.3,134.17,0,514.4,0,
09-08-2021,Beauty,450.3,1338.6,133.59,0,461.3,0,
10-08-2021,Beauty,490.2,1329.9,137.44,0,445.5,0,
11-08-2021,Beauty,,1323.9,145.86,0,509.9,0,
12-08-2021,Beauty,505.8,1321.6,139.21,0,528.1,0,
13-08-2021,Beauty,513.9,1320.2,144.6,0,520.7,0,
14-08-2021,Beauty,568,1309.1,139.52,0,555.5,0,
15-08-2021,Beauty,488.6,1331.8,134.71,0,512.9,0,
16-08-2021,Beauty,490.1,1335.3,137.25,0,444.3,0,
17-08-2021,Beauty,511.8,1331,144.58,0,467.4,0,
18-08-2021,Beauty,517.3,1319.9,139.74,0,525.1,0,
19-08-2021,Beauty,775.1,1314.2,139.66,1,761.5,0,
20-08-2021,Beauty,516.5,1320.2,135.7,0,474.5,0,
21-08-2021,Beauty,507.4,1323.6,137.62,0,485.2,0,
22-08-2021,Beauty,441.3,1348.1,134.66,0,401.4,0,
23-08-2021,Beauty,519.6,1325.8,136.41,0,508.6,0,
24-08-2021,Beauty,464.9,1345.4,138.05,0,425.7,0,
25-08-2021,Beauty,513.2,1329.3,135.91,0,462.4,0,
26-08-2021,Beauty,497.9,1335.5,140.24,0,472.2,0,
27-08-2021,Beauty,583,1304.9,136.02,0,545.1,0,
28-08-2021,Beauty,476.7,1341.1,138.49,0,454.9,0,
29-08-2021,Beauty,540.8,1323.3,140.33,0,515.2,0,
30-08-2021,Beauty,470.2,1338.4,143.32,0,467.6,0,
31-08-2021,Beauty,493.9,1330.1,138.61,0,494.9,0,
01-09-2021,Beauty,488.4,1344.3,134.78,0,448.9,0,
02-09-2021,Beauty,539.1,1328.1,137.57,0,524.7,0,
03-09-2021,Beauty,,1336.5,143,0,522.8,0,
04-09-2021,Beauty,501.4,1334.1,140.22,0,462.4,0,
05-09-2021,Beauty,481.4,1334.7,138.14,0,503.1,0,
06-09-2021,Beauty,483.6,1329.2,139.19,0,436.6,0,
07-09-2021,Beauty,449.4,1349.5,138.38,0,411.2,0,
08-09-2021,Beauty,429.9,1357.2,134.1,0,398.3,0,
09-09-2021,Beauty,507.7,1326.8,138.17,0,492.7,0,
10-09-2021,Beauty,1632,1313.7,135.69,0,521,1,demand_spike
11-09-2021,Beauty,479.5,1340.4,136.11,0,461.7,0,
12-09-2021,Beauty,494,1338.2,136.83,0,514.3,0,
13-09-2021,Beauty,429.4,1350.7,131.88,0,408.4,0,
14-09-2021,Beauty,454.7,1346.4,137.15,0,467.1,0,
15-09-2021,Beauty,481.7,1338.4,132.99,0,438.8,0,
16-09-2021,Beauty,491.8,1336.5,139.91,0,502.6,0,
17-09-2021,Beauty,781.3,1336.5,131.96,1,808.8,0,
18-09-2021,Beauty,441.2,1360.8,132.83,0,415.9,0,
19-09-2021,Beauty,467.2,1349.5,132.43,0,458.8,0,
20-09-2021,Beauty,446.7,1347,138.47,0,414.5,0,
21-09-2021,Beauty,442.2,1344.9,137.59,0,404,0,
22-09-2021,Beauty,458.7,1336.2,142.3,0,465.9,0,
23-09-2021,Beauty,495.5,1315.6,138.8,0,492.8,0,
24-09-2021,Beauty,495,1319.1,132.76,0,501.4,0,
25-09-2021,Beauty,477.3,1327,135.29,0,461,0,
26-09-2021,Beauty,,1339.7,138.14,0,407.2,0,
27-09-2021,Beauty,451.8,1329.5,138.52,0,435.5,0,
28-09-2021,Beauty,488.7,1319.7,132.68,0,444.6,0,
29-09-2021,Beauty,432.6,1339.7,140.09,0,407.7,0,
30-09-2021,Beauty,467.6,1338,135.22,0,441.7,0,
01-10-2021,Beauty,459.5,1342.2,135.28,0,462.8,0,
02-10-2021,Beauty,451.3,1346.9,140.56,0,409.8,0,
03-10-2021,Beauty,458,1345.8,137.64,0,429,0,
04-10-2021,Beauty,439,1350.5,138.54,0,413.3,0,
05-10-2021,Beauty,436.2,1355.2,139.06,0,428.7,0,
06-10-2021,Beauty,718.3,1344.9,133.32,1,672.8,0,
07-10-2021,Beauty,443,1352.2,138.29,0,407.5,0,
08-10-2021,Beauty,533.3,1323.3,142.9,0,500.7,0,
09-10-2021,Beauty,461,1343.5,137.03,0,444.1,0,
10-10-2021,Beauty,451.3,1348.1,138.64,0,441.7,0,
11-10-2021,Beauty,442.9,1353.8,144.6,0,401,0,
12-10-2021,Beauty,430.1,1354,141.86,0,407.1,0,
13-10-2021,Beauty,496.9,1335,136.4,0,504.2,0,
14-10-2021,Beauty,484.6,1334.2,138.96,0,479.6,0,
15-10-2021,Beauty,419.2,1357,139.68,0,406,0,
16-10-2021,Beauty,441.3,1357.7,143.55,0,427.1,0,
17-10-2021,Beauty,441.4,1360.4,135.1,0,421.7,0,
18-10-2021,Beauty,463.7,1352.2,146.05,0,441.1,0,
19-10-2021,Beauty,480.1,1352.4,138.4,0,461,0,
20-10-2021,Beauty,459.6,1352.3,136.75,0,473.6,0,
21-10-2021,Beauty,514.3,1337.4,139.32,0,499.1,0,
22-10-2021,Beauty,496.9,1356.8,136.61,0,497.1,0,
23-10-2021,Beauty,521.5,1345,136.69,0,532.6,0,
24-10-2021,Beauty,440.6,1367.7,136.04,0,425.1,0,
25-10-2021,Beauty,435.3,1368.2,136.11,0,446.6,0,
26-10-2021,Beauty,453.2,1357.2,132.96,0,475.4,0,
27-10-2021,Beauty,442,1356.8,133.11,0,431.2,0,
28-10-2021,Beauty,491.7,1342.1,135.4,0,472.2,0,
29-10-2021,Beauty,444.8,1364.2,138.35,0,454,0,
30-10-2021,Beauty,609.9,1371.1,135.61,1,608.3,0,
31-10-2021,Beauty,450.4,1370.5,143.43,0,446.8,0,
01-11-2021,Beauty,479.1,1366.1,139.36,0,494.9,0,
02-11-2021,Beauty,457.6,1374.2,135.76,0,456.4,0,
03-11-2021,Beauty,477.9,1359.2,142.58,0,476.1,0,
04-11-2021,Beauty,511.1,1357.3,137.01,0,475.9,0,
05-11-2021,Beauty,483.5,1370.7,136.99,0,485.1,0,
06-11-2021,Beauty,455.3,1380.6,139.38,0,472.2,0,
07-11-2021,Beauty,485.4,1365.2,137.4,0,478.8,0,
08-11-2021,Beauty,464.3,1364.2,137.88,0,480.8,0,
09-11-2021,Beauty,425.3,1369.9,139.46,0,404.5,0,
10-11-2021,Beauty,434.9,1363.6,134.47,0,394.1,0,
11-11-2021,Beauty,649.5,1355.9,137.31,1,627.9,0,
12-11-2021,Beauty,493.1,1346.7,135.02,0,444.1,0,
13-11-2021,Beauty,438.1,1363.7,138.57,0,404.5,0,
14-11-2021,Beauty,451.1,1362.6,133.72,0,418.9,0,
15-11-2021,Beauty,461.2,1366.1,141.94,0,452,0,
16-11-2021,Beauty,435.7,1370.6,135.98,0,454.2,0,
17-11-2021,Beauty,461.1,1354.6,136.69,0,416.4,0,
18-11-2021,Beauty,478.7,1345.3,137.29,0,447.8,0,
19-11-2021,Beauty,488.1,1345.5,134.95,0,510.3,0,
20-11-2021,Beauty,462.7,1357.4,138.25,0,477.6,0,
21-11-2021,Beauty,443.5,1367.4,140.66,0,454.7,0,
22-11-2021,Beauty,462.7,1358.2,136.7,0,422.8,0,
23-11-2021,Beauty,377.5,1385.4,136.44,0,376.2,0,
24-11-2021,Beauty,474.3,1363.9,139.38,0,441.4,0,
25-11-2021,Beauty,480,1366,139.21,0,478.9,0,
26-11-2021,Beauty,506.2,1349.3,137.95,0,488,0,
27-11-2021,Beauty,474,1358.7,140.96,0,471.8,0,
28-11-2021,Beauty,420.2,1373.2,138.74,0,405.2,0,
29-11-2021,Beauty,439.5,1359.9,142.49,0,455.4,0,
30-11-2021,Beauty,415.9,1374.4,136.77,0,375.9,0,
01-12-2021,Beauty,480.8,1348,134.46,0,446.6,0,
02-12-2021,Beauty,404.6,1370.3,141.44,0,414.7,0,
03-12-2021,Beauty,428.8,1369.6,132.75,0,433.4,0,
04-12-2021,Beauty,430,1364.9,135.28,0,399,0,
05-12-2021,Beauty,405.4,1372,134.9,0,372.3,0,
06-12-2021,Beauty,428.8,1367.5,137.78,0,405.9,0,
07-12-2021,Beauty,429.6,1363.2,137.4,0,417.7,0,
08-12-2021,Beauty,473,1347.4,140.95,0,429,0,
09-12-2021,Beauty,418.2,1365.3,137.79,0,429.5,0,
10-12-2021,Beauty,657.7,1357.4,136.03,1,643.3,0,
11-12-2021,Beauty,703.9,1358,136.83,1,730.6,0,
12-12-2021,Beauty,533.4,1366.2,135.02,1,506.1,0,
13-12-2021,Beauty,396.5,1366,139.43,0,359.7,0,
14-12-2021,Beauty,457.8,1351.9,141.7,0,471.8,0,
15-12-2021,Beauty,467.1,1355.3,138.18,0,430.9,0,
16-12-2021,Beauty,413.6,1384.3,137.56,0,393.1,0,
17-12-2021,Beauty,458.5,1386.5,138.89,0,444.6,0,
18-12-2021,Beauty,445.4,1399.2,136.36,0,433.7,0,
19-12-2021,Beauty,491.4,1380.3,137.22,0,444,0,
20-12-2021,Beauty,391.6,1409.2,137.15,0,383.4,0,
21-12-2021,Beauty,430.3,1400.8,139.55,0,392.3,0,
22-12-2021,Beauty,472.9,1390.4,136.54,0,448.8,0,
23-12-2021,Beauty,464.1,1392.2,131.78,0,485.6,0,
24-12-2021,Beauty,496.7,1389,134.49,0,467.9,0,
25-12-2021,Beauty,530.8,1411.6,143.96,1,542.5,0,
26-12-2021,Beauty,416.3,1411.8,137.16,0,406.6,0,
27-12-2021,Beauty,431.8,1407.5,138.99,0,401.8,0,
28-12-2021,Beauty,455,1402.9,137.38,0,458.8,0,
29-12-2021,Beauty,455.9,1405.4,137.4,0,448.3,0,
30-12-2021,Beauty,483.8,1392.8,134.53,0,474.1,0,
31-12-2021,Beauty,463.8,1384.7,142.3,0,419.5,0,
01-01-2022,Beauty,431.5,1392.1,135.55,0,409.9,0,
02-01-2022,Beauty,463.6,1383.7,135.48,0,468.3,0,
03-01-2022,Beauty,,1404.1,138.66,0,411.8,0,
04-01-2022,Beauty,421.2,1395.9,140.81,0,430.6,0,
05-01-2022,Beauty,424.3,1396.4,136.85,0,384.3,0,
06-01-2022,Beauty,475.5,1382.4,132.45,0,439.5,0,
07-01-2022,Beauty,472.5,1380,132.54,0,495.1,0,
08-01-2022,Beauty,438.1,1389.5,141.86,0,404.5,0,
09-01-2022,Beauty,432.9,1385,137.81,0,403.5,0,
10-01-2022,Beauty,435.5,1374.5,141.26,0,444.3,0,
11-01-2022,Beauty,463.3,1372.2,138.25,0,444.3,0,
12-01-2022,Beauty,461.4,1373.8,135.26,0,423.3,0,
13-01-2022,Beauty,480.7,1366.3,138.68,0,441.7,0,
14-01-2022,Beauty,487.9,1366,138.34,0,445.3,0,
15-01-2022,Beauty,468.5,1374.2,138.98,0,434.3,0,
16-01-2022,Beauty,460.7,1386.6,137.83,0,449,0,
17-01-2022,Beauty,604.2,1398.4,136.29,1,545.1,0,
18-01-2022,Beauty,487,1387.2,140.76,0,446.9,0,
19-01-2022,Beauty,476.9,1400.9,137.43,0,494.1,0,
20-01-2022,Beauty,522.1,1386.9,138.26,0,538.6,0,
21-01-2022,Beauty,511.8,1396.1,134.91,0,524.6,0,
22-01-2022,Beauty,467.5,1406.7,134.63,0,470.2,0,
23-01-2022,Beauty,454,1411,135.39,0,453.7,0,
24-01-2022,Beauty,,1427.6,134.62,0,385.8,0,
25-01-2022,Beauty,427,1423.6,131.67,0,405.7,0,
26-01-2022,Beauty,492.3,1405.4,135.88,0,460.5,0,
27-01-2022,Beauty,504.3,1403.1,141.8,0,528,0,
28-01-2022,Beauty,434.6,1430.5,136.45,0,432.5,0,
29-01-2022,Beauty,508.5,1408.8,134.14,0,531.4,0,
30-01-2022,Beauty,491.9,1410.8,139.56,0,462.8,0,
31-01-2022,Beauty,482.1,1413.5,137.28,0,478.8,0,
01-02-2022,Beauty,470.9,1423.3,136.58,0,477.4,0,
02-02-2022,Beauty,484,1423.7,134.3,0,442.5,0,
03-02-2022,Beauty,480.2,1424.3,137.63,0,480.2,0,
04-02-2022,Beauty,472.9,1422.6,137.7,0,437.6,0,
05-02-2022,Beauty,508.3,1409.2,138.45,0,482.5,0,
06-02-2022,Beauty,460.5,1423.5,137.81,0,463.9,0,
07-02-2022,Beauty,364.3,1451.9,137.22,0,351.9,0,
08-02-2022,Beauty,477.9,1414.2,137.61,0,496.2,0,
09-02-2022,Beauty,450,1427.3,137.3,0,421.2,0,
10-02-2022,Beauty,492.9,1411.6,133.55,0,455,0,
11-02-2022,Beauty,533.8,1394.8,143,0,507.4,0,
12-02-2022,Beauty,536.6,1393,139.26,0,551.6,0,
13-02-2022,Beauty,,1409.7,138,0,501.9,0,
14-02-2022,Beauty,495.9,1403,136.97,0,473.8,0,
15-02-2022,Beauty,485.6,1406.3,137.14,0,496.1,0,
16-02-2022,Beauty,500.4,1399.7,138.41,0,456.2,0,
17-02-2022,Beauty,516.6,1393.2,141.47,0,465.5,0,
18-02-2022,Beauty,471.5,1406.7,135.71,0,485.5,0,
19-02-2022,Beauty,458.2,1413.6,138.36,0,472.4,0,
20-02-2022,Beauty,501.4,1400.7,133.15,0,462,0,
21-02-2022,Beauty,667,1421.5,139.84,1,630.1,0,
22-02-2022,Beauty,476.2,1424.8,138.55,0,489.3,0,
23-02-2022,Beauty,473.9,1427.6,137.32,0,432.5,0,
24-02-2022,Beauty,490.1,1421.2,131.65,0,504.5,0,
25-02-2022,Beauty,533.7,1405.6,136.03,0,526.3,0,
26-02-2022,Beauty,473.9,1428.6,135.02,0,473.2,0,
27-02-2022,Beauty,481.8,1418.2,135.09,0,476.6,0,
28-02-2022,Beauty,454.1,1432.2,132.5,0,448.4,0,
01-03-2022,Beauty,439.1,1442.5,136.6,0,407.4,0,
02-03-2022,Beauty,493.4,1425.6,142.62,0,461.5,0,
03-03-2022,Beauty,522.4,1422.7,139.56,0,515.6,0,
04-03-2022,Beauty,702.9,1433.4,137.75,1,674.9,0,
05-03-2022,Beauty,482.5,1432.8,139.12,0,473.4,0,
06-03-2022,Beauty,457.6,1442.8,143.64,0,429.2,0,
07-03-2022,Beauty,482.1,1433.6,134.85,0,467.4,0,
08-03-2022,Beauty,667.2,1440.6,135.46,1,614.8,0,
09-03-2022,Beauty,443.8,1446.3,136.27,0,402,0,
10-03-2022,Beauty,500.7,1430.6,133.71,0,522.1,0,
11-03-2022,Beauty,538.9,1432.3,138.49,0,543.5,0,
12-03-2022,Beauty,533.9,1436.3,136.76,0,520.4,0,
13-03-2022,Beauty,521.9,1445.3,139.33,0,512.8,0,
14-03-2022,Beauty,459.7,1468.5,139.9,0,448.9,0,
15-03-2022,Beauty,458.8,1458.9,141.24,0,474.8,0,
16-03-2022,Beauty,485.5,1450.4,139.6,0,493.2,0,
17-03-2022,Beauty,538.7,1441.3,136.57,0,511.1,0,
18-03-2022,Beauty,541.8,1434.4,136.2,0,505.3,0,
19-03-2022,Beauty,510.8,1442.9,134.88,0,464.8,0,
20-03-2022,Beauty,525,1449.3,137.74,0,484.1,0,
21-03-2022,Beauty,504.4,1449.8,138.59,0,491.1,0,
22-03-2022,Beauty,481.5,1462.4,133.51,0,448,0,
23-03-2022,Beauty,498.3,1453.1,140.79,0,471.8,0,
24-03-2022,Beauty,488.9,1458.7,137.68,0,449.8,0,
25-03-2022,Beauty,521,1452.8,136.57,0,541,0,
26-03-2022,Beauty,501,1462.8,134.81,0,453.5,0,
27-03-2022,Beauty,478.1,1465,141.48,0,455.5,0,
28-03-2022,Beauty,476.7,1471.3,139.01,0,447.5,0,
29-03-2022,Beauty,535.5,1450.1,139.98,0,482.6,0,
30-03-2022,Beauty,500.7,1452.7,137.31,0,520.3,0,
31-03-2022,Beauty,564.2,1428.8,142.06,0,534.4,0,
01-04-2022,Beauty,530.7,1434.7,139.87,0,517.6,0,
02-04-2022,Beauty,515.7,1443,141.25,0,509.2,0,
03-04-2022,Beauty,520.9,1446.5,140.81,0,516.5,0,
04-04-2022,Beauty,441.3,1471.1,135.89,0,427.7,0,
05-04-2022,Beauty,555.1,1432.2,138.17,0,549.1,0,
06-04-2022,Beauty,540.7,1433.8,141.28,0,547.6,0,
07-04-2022,Beauty,535.6,1434.9,138.95,0,558.6,0,
08-04-2022,Beauty,554.4,1423.1,134.89,0,553.6,0,
09-04-2022,Beauty,842.3,1425.6,137.85,1,816.5,0,
10-04-2022,Beauty,498.1,1434.5,139.85,0,481.6,0,
11-04-2022,Beauty,504.5,1431.5,133.59,0,507.8,0,
12-04-2022,Beauty,498.5,1427.8,134.94,0,495.5,0,
13-04-2022,Beauty,500.1,1433.8,133.7,0,481.6,0,
14-04-2022,Beauty,697.5,1422.6,138.91,1,662.9,0,
15-04-2022,Beauty,544.5,1411,141.9,0,571.2,0,
16-04-2022,Beauty,663.9,1418.8,132.02,1,673.9,0,
17-04-2022,Beauty,552.6,1416.6,138.18,0,514.5,0,
18-04-2022,Beauty,502.2,1430.3,135.86,0,474,0,
19-04-2022,Beauty,496.2,1428.6,142.31,0,513.1,0,
20-04-2022,Beauty,496,1426.8,138.21,0,495.5,0,
21-04-2022,Beauty,551.1,1406.6,139.96,0,521.6,0,
22-04-2022,Beauty,579.8,1395.4,141.44,0,553.5,0,
23-04-2022,Beauty,526.2,1412.3,138.09,0,503.5,0,
24-04-2022,Beauty,,1413.1,132.65,0,472,0,
25-04-2022,Beauty,535.7,1392.1,137.28,0,523.2,0,
26-04-2022,Beauty,491.9,1413.7,138.19,0,499.2,0,
27-04-2022,Beauty,571.2,1383.8,134.38,0,562.4,0,
28-04-2022,Beauty,677.5,1384.4,132.41,1,676.4,0,
29-04-2022,Beauty,557.5,1386,133.8,0,551.5,0,
30-04-2022,Beauty,541,1388.6,141.27,0,491.7,0,
01-05-2022,Beauty,465,1413.1,134.39,0,431.6,0,
02-05-2022,Beauty,516.9,1401.7,145.33,0,492.4,0,
03-05-2022,Beauty,512.8,1407.6,141.55,0,529.9,0,
04-05-2022,Beauty,545,1400.5,140.13,0,519,0,
05-05-2022,Beauty,576.7,1387.6,133.35,0,547.3,0,
06-05-2022,Beauty,564.3,1384.9,141.48,0,514.7,0,
07-05-2022,Beauty,527.6,1404.9,136.22,0,551.7,0,
08-05-2022,Beauty,571,1392.5,132.57,0,580.6,0,
09-05-2022,Beauty,523.4,1409.1,138.31,0,531.2,0,
10-05-2022,Beauty,557.4,1396.5,138.85,0,533.8,0,
11-05-2022,Beauty,560.7,1397.2,135.41,0,511.2,0,
12-05-2022,Beauty,527.6,1405,135.95,0,495.7,0,
13-05-2022,Beauty,581.8,1387.3,137.12,0,598,0,
14-05-2022,Beauty,568.8,1384.4,137.04,0,527.3,0,
15-05-2022,Beauty,535.8,1396.6,139.67,0,554.1,0,
16-05-2022,Beauty,514.6,1391.4,136.85,0,504.5,0,
17-05-2022,Beauty,549.2,1386.6,142.14,0,553.1,0,
18-05-2022,Beauty,566.6,1391,138.48,0,548.5,0,
19-05-2022,Beauty,545.1,1395.2,133.04,0,566.8,0,
20-05-2022,Beauty,573.6,1391.1,140.78,0,536.9,0,
21-05-2022,Beauty,542.1,1398.6,135.29,0,534.4,0,
22-05-2022,Beauty,523.3,1404.2,140.75,0,476.4,0,
23-05-2022,Beauty,539.1,1396.7,138.55,0,524,0,
24-05-2022,Beauty,551.3,1390.9,135.36,0,576.6,0,
25-05-2022,Beauty,557.6,1386.9,136.46,0,509.2,0,
26-05-2022,Beauty,554.4,1378.3,138.86,0,541.1,0,
27-05-2022,Beauty,533,1386.4,138.35,0,527.9,0,
28-05-2022,Beauty,545.2,1373.3,140.23,0,566.9,0,
29-05-2022,Beauty,548.4,1074.7,138.8,0,518,0,
30-05-2022,Beauty,710.8,1059.4,137.61,1,693.4,0,
31-05-2022,Beauty,510.2,1075.3,137.89,0,120.2,1,supplier_delay
01-06-2022,Beauty,544.2,1068.3,137.09,0,552.6,0,
02-06-2022,Beauty,556,1070.9,139.06,0,567.9,0,
03-06-2022,Beauty,508.1,1379.5,138.76,0,516.8,0,
04-06-2022,Beauty,540.3,1368.4,138.31,0,528,0,
05-06-2022,Beauty,511.7,1371.4,143.94,0,493.8,0,
06-06-2022,Beauty,795.1,1363.7,138.65,1,746,0,
07-06-2022,Beauty,572.9,1354.5,140.99,0,555.6,0,
08-06-2022,Beauty,564.8,1359.2,135.82,0,510.1,0,
09-06-2022,Beauty,2900.3,1354.4,137.64,1,760.7,1,demand_spike
10-06-2022,Beauty,612.8,1330.1,131.72,0,577.9,0,
11-06-2022,Beauty,590.9,1344.9,137.85,0,561.4,0,
12-06-2022,Beauty,522.6,1359.2,135.92,0,525.8,0,
13-06-2022,Beauty,488.8,1369.2,135.66,0,452.5,0,
14-06-2022,Beauty,479.9,1367.5,138.2,0,489.2,0,
15-06-2022,Beauty,528.1,1347.6,136.5,0,538.8,0,
16-06-2022,Beauty,548.6,1342.4,133.36,0,542,0,
17-06-2022,Beauty,603.8,1330.1,137.05,0,588,0,
18-06-2022,Beauty,586.7,1338.5,147.37,0,569.2,0,
19-06-2022,Beauty,565.8,1347.8,138.77,0,544.9,0,
20-06-2022,Beauty,719.7,1355.7,138.38,1,657.3,0,
21-06-2022,Beauty,533,1353.3,134.49,0,532.1,0,
22-06-2022,Beauty,540.3,1352.8,134.19,0,533.1,0,
23-06-2022,Beauty,617.3,1322.6,135.03,0,557,0,
24-06-2022,Beauty,550.7,1332.2,138.38,0,512.4,0,
25-06-2022,Beauty,537.9,1336.3,134.25,0,519.3,0,
26-06-2022,Beauty,557.3,1326.3,141.54,0,576.9,0,
27-06-2022,Beauty,511,1333.8,134.41,0,535.8,0,
28-06-2022,Beauty,551.5,1311.5,139.83,0,558.5,0,
29-06-2022,Beauty,557.5,1306.2,138.34,0,564.4,0,
30-06-2022,Beauty,544.7,1317.9,141.75,0,524.1,0,
01-07-2022,Beauty,557.5,1318.4,134.6,0,549.5,0,
02-07-2022,Beauty,536.4,1332,146.05,0,501.5,0,
03-07-2022,Beauty,568.1,1318.8,138.13,0,574.2,0,
04-07-2022,Beauty,530.7,1335.4,140.9,0,482.3,0,
05-07-2022,Beauty,532,1341.2,138.69,0,512.1,0,
