date,product_category,units_sold,inventory_level,unit_price,promotion_flag,warehouse_dispatch_rate,Unnamed: 7
11-08-2020, Beauty,337.1,1086.7,165.55,0,304.6,
06-09-2020, Toys,293,633.7,237.22,0,280.7,
02-Jan-23,Electronic,302.7,270.6,$48.03,0,279.2,
01-12-2022,automotive parts,381.8,680.7,N/A,0,346.6,
29-04-2022,electronics,373.3,281.4,50.07,0,387.9,
19-01-2022,GROCERIES,369.7,781.7,109.87,0,385.2,
19-05-2021,furniture,206.8,997.7,76.22,0,210.3,
27-Oct-20,Sport Goods,454.5,1412.5,127.69,FALSE,427,
20-08-2022,beauty,451.2,955.4,165.17,0,418.1,
22-03-2021,Electronic,289,484.6,47.94,FALSE,281.6,
21-06-2022,SPORTING GOODS,521.3,1411.5,Rs.120.82,0,503.3,
28-06-2021,beauty,404.8,1003.9,158.44,FALSE,416.8,
09-01-2021,Pet Supplies,null,825.3,197.38,0,307.3,
28-06-2022,TOYS,345.5,567.1,242.56,0,341.4,
17-12-2022,Automotive Parts,,490,212.68,0,373.8,
03-07-2020,Apparel,-445.3,1228.7,166.52,0,465.6,
22-06-2022,Electronis,432.2,303.6,47.41,1,425.1,
14-10-2022, Toys,388.9,611.7,231.83,0,372.1,
06-09-2021,AUTOMOTIVE PARTS,268.8,706.3,219.84,0,251.8,
09-05-2020,Appearl,421.9,1291.7,170.86,0,410,
30-08-2021,Furniture,1127.2,980,76.68,FALSE,326.4,
01-12-2021,APPAREL,525.1,1270.7,173.98,No,533.6,
23-Feb-21,Beauty,NULL,960.5,164.96,TRUE,521.7,
27-01-2020,PET SUPPLIES,230.2,850.8,194.86,0,231.7,
03-03-2022,Pet Supplies,415.3,810.5,197.5,1,390,
25-09-2020,Electronis,161.4,535.2,45.67,0,159.7,
11-26-2020,Toys,284.5,611.6,232.9,0,289.3,
08-02-2021, Beauty,280.4,993.6,-,FALSE,283.2,
12-18-2020,AUTOMOTIVE PARTS,352.4,581.6,214.05,0,324.9,
23-04-2020,"  BEAUTY	",615.3,1077.7,163.54,1,587.5,
20-Apr-22,Toy,323.7,636.2,239.02,0,325.6,
04-Sep-20,beauty,400.3,1061.8,169.08,0,413.8,
25-11-2021,BEAUTY,415.1,971.8,166.62,FALSE,430.2,
06-Jun-22,sporting goods,569.9,1410.4,128.48,0,570,
04-01-2021,"  Electronics	",322.5,452.4,46.48,0,303.2,
30-Oct-20,TOYS,332.8,628.1 pcs,235.4,FALSE,-,
12-Dec-21,PET SUPPLIES,328.6,827.4,202.12,FALSE,314.1,
03-09-2022,Sport Goods,556.9,1145,127.09,N,526.9,
06-05-2021,Electronics,312.2,362.7,46.29,FALSE,327.3,
18-03-2021, Office Supplies,388.5,857.2,89.01,N,403.7,
25-01-2022, Electronics,272.4,338.9,45.17,0,284.6,
27-04-2021,Electronics,276.8,499.9,47.13,0,284.5,
13-10-2022,Automotive-Parts,348.4,494.5,$218.06,FALSE,322.4,
06-06-2022,groceries,460,753.1,106.06,Yes,432.3,
03-03-2020,Toy,208.1,790.3,245.08,No,214.7,
02-12-2021,PetSupplies,330.4,815.3,197.05,0,326.3,
16-06-2021,Beuaty,431.2,989.7,169.63,0,406,
14-Aug-21,Sport Goods,2181.3,1342.1,128.32,FALSE,516,
06-25-2020,Groceries,999999,623.8,107.51,1,331.9,
07-11-2020,"  automotive parts	",286.3,664.2,221.77,0,284.2,
10-09-2021,"  APPAREL	",669.6,1305.7,170.15,1,670.4,
11-12-2021,Grocery,349.9,808.2,109.95,0,?,
23-03-2022,furniture,208.1,1130.8,74.37,N,202.6,
24-02-2021,office supplies,390.2,882.5,92.26,0,405.8,
08-Nov-20,Electronic,187.6,528.2,46.88,TRUE,172.2,
11-15-2022,"  sporting goods	",465,1484.4,127.98,0,440.5,
03-14-2020,APPAREL,442,1232.3,Rs.171.75,N,404.4,
05-08-2022,Beauty,487.7,938.3,162.36,0,465.9,
16-03-2022,Electronic,335.9,322.8,46.86,0,322.7,
16-May-21,sporting goods,536.4,1338.1,Rs.126.38,0,552.6,
17-07-2021,Beuaty,455.6,1004.5,162.21,No,470.7,
16-Nov-20,Sporting Goods,428.6,1424,127.41,0,397.1,
11-11-2022,sporting goods,510.7,1475.9,129.2,0,460.9,
27-01-2020,Electronics,197.4,519.4,46.8,0,187.8,
06-03-2020,electronics,264.8,501.3,47.96,0,266.5,
02-06-2021,Auto Parts,288.5,691.8,219.06,0,288.4,
27-03-2020,OfficeSupplies,350.4,861.3,missing,N,331.6,
07-03-2022,TOYS,342.1,594,238.47,N,328.3,
05-07-2021,TOYS,1423.7,642.1,235.7,0,315.6,
28-Jun-20,beauty,364.1,560.6,162.68,FALSE,364.7,
15-11-2020,Automotive Parts,282.4,658.4,214.04,FALSE,262.5,
03-13-2021,FURNITURE,193.6,937.5,76.24,0,182.5,
25-Mar-22,beauty,688.8,997.1,166.42,Y,622,
17-12-2022,Office Supplies,515.3,720.7,88.15,0,539.5,
24-01-2020,Grocerys,302.6,663,108.99,0,286.7,
01-03-2022,pet supplies,266.4,840.5,200.14,0,missing,
27-03-2020,SPORTING GOODS,792.5,1373,128.39,1,812.5,
02-10-2020,BEAUTY,265.6,1050.7,156.67,No,274.9,
07-16-2020,toys,340.7,644.4,228.51,0,336.7,
06-02-2020,PetSupplies,292.2,819.9,194.81,0,270.5,
09-02-2021,Electronis,244.5,545.5,46.93,0,223,
17-10-2021,Auto Parts,272.8,677.7,218.81,FALSE,260.2,
06-11-2020,"  FURNITURE	",369,774.5,76.13,No,348.4,
18-Oct-21,"  OFFICE SUPPLIES	",367.3,855.5,88.12,FALSE,350.7,
28-09-2021,Toy,405,656.2,237.16,Yes,368.2,
03-Jul-21,Furniture,300.6,1016.5,75.92,0,294.8,
10-01-2021,Sporting Goods,480.8,1412.6,125.22,0,497.6,
03-01-2020,Office Supplies,NA,855.6,88.42,No,443.7,
29-01-2021,automotive parts,1065.1,590.6,221.3,FALSE,389.6,
14-Nov-22,Electronics,210,314,46.8,0,199,
11-23-2020,apparel,436.8,1265.4,170.27,0,449,
22-12-2021,BEAUTY,NULL,993.7,167.57,FALSE,324.4,
06-Nov-20,beauty,368.2,1091.7,null,FALSE,369.7,
22-07-2021,Automotive-Parts,258.9,678.1,213.5,0,264.4,
08-01-2021,Grocery,219.2,700.5,109.52,0,217.9,
06-Feb-20,Sporting_Goods,511.1,1434.4,127.43,0,476.5,
19-11-2020,Grocery,312.6,567.5,N/A,No,295,
14-04-2022,Grocery,378.2,NA,106.84,0,999999,
12-01-2022,Electronics,263.4,296.1,NULL,FALSE,239.8,
20-03-2022,APPAREL,460.5,1331.9,166.89,FALSE,462.6,
10-04-2020,Sporting Goods,missing,1356.8,127.45,0,479.3,
27-Apr-22,Furniture ,245.1,1172.5,73.33,N,244.3,
19-09-2020,automotive parts,245.8,-,223.12,N,235.5,
16-03-2020,Auto Parts,N/A,772.2,216.83,0,272.1,
08-23-2021,furniture,N/A,-,75.81,No,318.3,
25-11-2021,Sporting Goods,?,1425.5,125.27,0,N/A,
16-04-2022,"  Furniture	",N/A,1142.1,76.03,0,215.1,
08-11-2021,Auto Parts,443,659.3,217.77,TRUE,427.2,
27-10-2021, Electronics,192.4,-,46.57,FALSE,196.8,
10-09-2020,Pet Supplies,344.9,766.6,198.66,0,316.3,
07-Jan-20,apparel,420.4,1215,170.28,FALSE,403.3,
15-Aug-20, Toys,343.5,646.6,234.1,No,?,
04-05-2022,AUTOMOTIVE PARTS,337.6,543.4,217.15,No,321,
27-01-2022,electronics,337.8,322.9,45.28,0,326.7,
06-13-2022,OFFICE SUPPLIES,330.8,719.4,$91.14,0,301.5,
14-Nov-21,Beauty,475.6,1008.1,167.52,1,446.4,
13-02-2022,TOYS,277.5,683.6,233.61,0,278.9,
18-02-2021,APPAREL,469.6,1260.5,172.14,0,427.4,
03-04-2021,beauty,364.6,983.9,165.03,0,360.9,
04-03-2021,Pet Supplies,303.1,819.9,197.66,0,308.7,
06-04-2020,furniture,NULL,786.6,73.63,0,157.7,
04-04-2021,Office Supplies,370.2,865.4,NULL,0,356.3,
10-04-2021,Automotive Parts,345.6,613,216.78,No,316.3,
17-May-20,Furniture,268.7,761.3,73.38,1,264.4,
16-08-2022,pet supplies,322.8 units,764.2,null,0,295.3,
01-29-2021,Sporting_Goods,580.9,1367.9,132.9,0,582.8,
29-04-2021, Apparel,433,1284.1,172.64,0,419.6,
29-05-2021,Automotive-Parts,324.5,681.9,$215.07,0,331.2,
21-04-2020,pet supplies,232.4,792.6,192.77,0,240,
14-08-2020,TOYS,306.4,655.9,237.22,0,289.5,
23-01-2021,Pet Supplies,290.3,827.1,203.04,0,275.4,
01-03-2020,TOYS,216.7,791.6,242.29,0,209.9,
24-12-2020,Grocery,336,563.6,108.44,0,304.8,
07-06-2021,Groceries,231.9,702.3,109.49,0,219.3,
13-12-2022,beauty,366.2,-972.7,166.91,0,379.7,
11-06-2021,PetSupplies,353.8,810.6,202.39,N,343.3,
07-08-2020,Sport Goods,512.2,1382.9,130.38,N,512.3,
05-06-2021,Beuaty,488.8,994.7,162.27,0,445.6,
04-06-2020,Grocery,missing,661.6,108.05,0,215.4,
25-10-2021,office supplies,386.5,834.3,90.99,0,380.9,
12-12-2020,Toy,284.5,620.8,236.96,N,258.8,
27-01-2021,Sporting Goods,1512.4,1390.1,128.86,0,500.3,
02-19-2021,Auto Parts,389.8,625,999999,FALSE,373.8,
04-01-2022,pet supplies,314.9,851.1,196.53,N,288.1,
09-Aug-21,Office Supplies,302.6,825.5,92.38,0,297.7,
31-05-2020,"  Automotive-Parts	",270.6,861.7,223.22,FALSE,272.9,
26-05-2022,office supplies,?,719.5,91.79,0,323.7,
13-Feb-20,Grocery,320.7,665,null,No,324.1,
16-04-2022,Groceries,387.9,-,110.89,0,365.7,
30-Oct-20,Pet Supplies ,384.6,807.5,198.29,0,399.6,
21-Jan-21,Sporting_Goods,527.4,1393.5,129.33,0,508,
24-01-2021, Beauty,329.5,1013.1,171.93,0,311.2,
14-Sep-21, Beauty,458.1,1012.8,169.38,1,469.3,
06-02-2021,electronics,262.1,523.3,46.64,0,269.4,
02-26-2021,"  Electronics	",302.2,496.3,47.04,0,284.8,
02-05-2021,Furniture ,183.6,1025.7,75.67,0,190.4,
18-Jan-22,beauty,300.6,1018.8,158.49,0,295.5,
10-11-2020,Pet Supplies ,290,805.4,194.26,FALSE,272.8,
29-Oct-21,Groceries ,334.5,804.3,105.84,N,NULL,
16-04-2022,Automotive-Parts,393.9,588.1,219.9,0,361,
12-24-2022,OfficeSupplies,794.8,?,91.88,Y,774.6,
02-09-2022,Furniture ,384.7,1166,73.66,0,376.8,
12-10-2021,Grocerys,267.2,999999,111.9,0,274.3,
07-04-2022,Electronics,256.8,null,47.66,0,261.5,
20-06-2021,Office Supplies,268.7,924.1,89.7,0,N/A,
08-12-2020,Groceries,254.5 units,-582.2,104.84,0,244.9,
05-05-2021,Automotive Parts,330.4,?,216.67,0,305.3,
15-Apr-22,Electronis,363.2,286.4,46.26,0,351.5,
31-05-2021,Pet Supplies,248.7,859.5,196.41,No,258.6,
22-02-2020, Toys,258,772.2,236.78,FALSE,257.2,
18-05-2021,sporting goods,608.4,1313,128.73,0,609.9,
24-11-2022,pet supplies,419.3,689.6,195.51,0,403,
09-Dec-20,Furniture,327.0 units,806.5,74.41,FALSE,305.8,
31-07-2021, Apparel,467.1,1272.4,Rs.167.44,0,432.1,
19-Sep-20,"   Beauty	",?,1062,163.9,0,376.5,
29-11-2022,Groceries,357.9,777.3,105.29,0,346.7,
04-02-2022,TOYS,308.9,679.7,238.01,0,288.8,
04-04-2021,PET SUPPLIES,260,862.2,194.73,0,242.6,
13-09-2021,FURNITURE,370.6 units,968.7,Rs.76.31,0,353.4,
22-08-2020,Sport Goods,534.8,1350.1,128.35,0,528.8,
03-01-2021,Pet Supplies,263.6,813,198.7,FALSE,254.9,
15-10-2020,Automotive-Parts,301.9,712.3,212.39,0,300.8,
01-07-2021,Furniture,277.3,null,70.52,FALSE,269,
08-01-2022,Auto Parts,?,353.8,229.04,0,385.4,
12-15-2020,Clothing,426.1,1268.9,167.71,0,385.3,
17-08-2022,TOYS,359.3,587.9,227.79,FALSE,338.2,
03-13-2021,Electronis,306.1,999999,47.25,N,308,
24-Feb-21,electronics,290.2,-492.7,47.51,0,276.3,
27-11-2020,"  Pet Supplies 	",367.3,758.5,196.66,0,359.8,
03-Apr-21,Electronics,317,455.2,45.61,0,999999,
29-12-2022,GROCERIES,-418.3,742.8,107.71,0,415.4,
24-06-2021,FURNITURE,247.4,1014.2,NULL,0,258.8,
28-04-2020,groceries,220.9,454.9,106.39,FALSE,215.8,
04-01-2021,Automotive Parts,303.8,616.5,226.95,0,310.6,
23-12-2021,PetSupplies,348.9,807.1,197.09,0,325.6,
02-23-2020,toys,,771.1,235.68,0,255.5,
04-12-2021, Electronics,245.8,384.6,48.48,FALSE,244.3,
02-Mar-22,Electronis,331.8,350.7,48,N,327.1,
12-Sep-22,PetSupplies,349,734,196.13,FALSE,340.9,
02-07-2020,Grocery,257.5,618.7,108.58,0,251.8,
07-02-2022,Beauty,332.8,missing,164.04,FALSE,319.5,
07-15-2020,"  Clothing	",388.2,1305,168.45,0,402.2,
13-01-2020,Toy,208.5,793.8,235.68,0,189.5,
15-Mar-20,Office Supplies,300.8,896.9,91.27,0,307.1,
29-10-2021,Beuaty,387.3,990.9,161.77,N,378.6,
06-03-2021, Beauty,371.2,979.7,165.66,FALSE,365,
15-12-2022,automotive parts,405.3,486.9,221.66,0,386.4,
13-10-2021,PET SUPPLIES,349.6,863.6,192.4,0,320.5,
13-07-2022,furniture,867.6,1150.4,75.91,N,298.1,
19-Oct-21,Toys,291.8,624.9,999999,0,306,
12-06-2020,office supplies,286.1,892.8,87.15,No,296.6,
02-12-2021,ELECTRONICS,228.4,393.6,46.37,No,?,
04-04-2021, Electronics,290.8,-464.9,47.52,0,262.7,
12-09-2022,BEAUTY,433.4,483.9,163.64,0,410.8,
26-12-2021,TOYS,268,-691.7,$236.78,0,252.6,
28-04-2020,Office Supplies,255.4,910.3,89.52,No,253.7,
09-Mar-21,toys,223.2,646.5,236.15,0,218.3,
03-09-2020,Electronic,243.1,510,45.98,FALSE,232.4,
15-07-2022,"  Sporting Goods	",579,1369.4,125.78,0,580.3,
22-06-2022, Apparel,435.3 units,1418.1,168.12,No,404.6,
12-02-2022,Beuaty,426.4,1013.7,170.06,0,389.1,
28-08-2020,Furniture ,337.7,819.1,?,FALSE,305.9,
10-Sep-20,beauty,400.8,1040.1,$166.37,0,368.6,
15-07-2022,Electronics,302.8,999999,45.86,0,311.2,
22-01-2020,Beauty,271.6 units,1028.7,163.73,0,282.3,
10-31-2021,Toys,332.7,630.4,237.5,0,343,
17-02-2022,Pet Supplies ,559.5,820.3,198.21,TRUE,539.6,
31-03-2022,Auto Parts,421.9,559.9,222.6,FALSE,419.8,
26-11-2021, Office Supplies,480.4,-780.5,90.25,FALSE,440.6,
21-Dec-21,Furnture,398.1,1042.5,74.8,1,368,
10-06-2020,Furniture,219.5,780.2,74.26,No,208.2,
03-10-2020,Pet Supplies,335,791.8,191.92,FALSE,315.6,
15-Oct-21,Electronic,211,-420.3,47.05,0,204.1,
18-01-2021,AUTOMOTIVE PARTS,339.6,596.2,221.39,0,347.6,
11-25-2020,FURNITURE,553.3,NULL,71.76,1,562.3,
18-03-2021,Apparel,453.6,1276.5,169.17,FALSE,416.2,
01-10-2021, Beauty,306.5,1043.7,$165.81,0,317.8,
13-May-20,Groceries,358.4,627.1,108.73,1,364.6,
25-03-2020,"  Grocerys	",257.5,656.9,105.48,0,232.1,
11-11-2020,Pet Supplies,1279.2,787.9,196.51,No,298.5,
05-06-2021,Electronic,NA,512.5,47.48,No,261.1,
04-05-2022,Office Supplies,324.6,748.6,91.2,0,321.4,
23-Jun-21,Apparel,422,1268.8,168.98,FALSE,384.8,
09-13-2022,furniture,385.8,1156.1,75.3,No,,
10-08-2020,AUTOMOTIVE PARTS,215.7,764.9,211.45,N,204.5,
07-02-2020,apparel,458.8,1224.6,173.91,0,413.2,
18-Jan-22,FURNITURE,277.7,1091.5,74.56,0,282.5,
24-May-20,Pet Supplies ,241,831.9,190.87,FALSE,234.3,
08-Feb-22,FURNITURE,247,1098.7,76.8,FALSE,236.8,
01-27-2022,SPORTING GOODS,931.3,1072.7,124.71,TRUE,870.3,
03-06-2020,OFFICE SUPPLIES,307.4,N/A,93.48,No,284.8,
19-01-2022, Electronics,292.3,356.9,Rs.47.53,0,299.6,
20-08-2020,Apparel,429.3,NULL,-,0,430.9,
22-03-2021, Apparel,401.8,1300.1,173.69,0,372.7,
12-May-20,office supplies,331.8,923.6,87.48,1,330.6,
03-Jul-20,electronics,208.1,546,46.26,0,210,
12-12-2022,APPAREL,674.5,1399.4,167.45,TRUE,702,
31-Jan-21,ELECTRONICS,266.9,558.8,46.96,No,262.8,
08-03-2021,Auto Parts,351,618.9,219.29,0,316.5,
24-10-2022,PET SUPPLIES,469.4,740,196.85,1,436.6,
03-12-2020,APPAREL,503.8,1227.9,166.98,No,520.1,
21-06-2022,GROCERIES,404.9,781.6,104.39,1,405.1,
12-14-2022, Toys,315,573.2,239.04,0,313.6,
28-08-2021,electronics,215.4,498.9,44.29,0,203.8,
21-02-2022,Furniture,230.9,1118.4,74.83,0,232.6,
03-11-2021,office supplies,400.6,822.7,90.88,FALSE,380.3,
10-05-2020,Office Supplies,239.9,921.3,90.6,FALSE,233.5,
09-13-2020,Grocery,217.8,610.4,106.21,0,216.9,
04-10-2021,Electronis,151.1,471.2,46.6,0,152.9,
09-16-2021,Toy,408.1,624.9,240.58,0,null,
26-Sep-22,SPORTING GOODS,476.1,1460.8,127.73,0,451,
28-12-2021,ELECTRONICS,227.1,240.4,46.31,0,218.3,
29-01-2020,Auto Parts,335.3,794,214.53,FALSE,313.3,
29-07-2020,electronics,175.2,549.7,47.64,FALSE,177.8,
22-01-2020,Grocerys,253.1,695,109.58,No,265.8,
09-Mar-21,SPORTING GOODS,520.6,1356.5,130.96,0,519.7,
30-10-2022,Furnture,400.5,1136,77.61,0,400.1,
20-11-2020,pet supplies,999999,757,203.3,0,364.5,
12-06-2021,AUTOMOTIVE PARTS,319.1,689.8,215.82,FALSE,312.7,
22-06-2022,toys,356,584.6,244.68,No,366.2,
11-09-2021,GROCERIES,436.9,777.6,109.72,Yes,999999,
17-02-2022,Furniture,259,1095.4,76.7,0,251.3,
12-10-2021,sporting goods,467.7,1418,$130.12,0,459.9,
11-11-2022,office supplies,498.5,731.2,91.06,FALSE,503.1,
08-31-2020,Beauty,355,1058.6,Rs.165.25,No,332.8,
12-08-2022,Groceries ,337.4,507,109.89,No,18.3,
07-01-2020,Electronic,175.5,523.1,Rs.47.89,N,1590,
23-Mar-22,Groceries,345.1,764.3,105.87,0,350.2,
08-Jan-21,PET SUPPLIES,340.8,818.6,199.7,N,351.1,
13-10-2021,Office Supplies,399.3,NULL,85.86,No,-,
31-Jan-21,furniture,270.1,887.1,75.5,0,255,
11-May-21,Auto Parts,349.4,672.7,219.18,FALSE,363.2,
10-23-2022,Clothing,661.1,?,171.15,Y,657.3,
12-10-2022,Automotive-Parts,null,486.7,212.32,No,435.7,
06-29-2022,Beauty,478.2,1004.5,165.71,0,499.1,
10-04-2022,beauty,406.4,948.9,172,0,376.8,
20-10-2020,OFFICE SUPPLIES,347.8,812.6,90.42,FALSE,348.5,
16-03-2021,Sport Goods,703.2,1384.5,128.26,1,640.9,
08-06-2021,automotive parts,326.7,686.9,222.61,0,296.4,
09-12-2021,PET SUPPLIES,395.3,814.5,195.31,0,410.8,
04-08-2020,Pet Supplies ,256.9,749,202.83,N,234.8,
17-05-2021, Apparel,385.3,N/A,170.53,FALSE,359,
22-Aug-22,Pet Supplies,487.3,749.9,195.47,1,446.2,
24-08-2022, Toys,544.8,600.2,243.36,TRUE,558.3,
14-12-2020,Apparel,436.8,1260.6,166.18,No,456.1,
07-14-2022,office supplies,349.2,705.4,88.18,0,,
10-02-2022,GROCERIES,310.6,765.1,107.36,0,311.9,
14-02-2021,FURNITURE,219,899.3,73,N,226.5,
07-02-2022,Electronic,290.8,363.8,46.32,0,289.3,
24-Apr-20,APPAREL,438,1277.5,$167.68,No,,
30-01-2022,BEAUTY,369.5,1012.1,160.98,No,350.9,
25-Sep-21, Apparel,missing,1339,166.44,Y,602.6,
30-Jan-22,Electronic,296.2,339.5,47.93,0,291.7,
10-May-21,apparel,379.9,1327.6,169.8,0,386.9,
22-Jan-20, Office Supplies,369.1,484.9,87.58,0,336,
16-09-2022,Furnture,431.9,1144,74.49,N,?,
03-13-2022,Electronis,334.5,335.7,45.14,0,336,
17-06-2022,OfficeSupplies,null,690.8,88.24,FALSE,378.3,
11-09-2022,FURNITURE,390,1160.1,74.31,0,361.6,
03-09-2020,AUTOMOTIVE PARTS,278.6,-747,220.49,0,266.4,
08-01-2021,Pet Supplies ,769,785.1,196.44,0,286.9,
22-11-2022,Toys,326.2,562.8,239.74,0,3159,
07-05-2021,Groceries ,235.9,638.7,110.4,FALSE,237.4,
11-02-2021,Appearl,460.4,1318.2,167.72,N,481.5,
15-Dec-22,Apparel,531.1,1383,169.9,0,524.2,
03-02-2021,GROCERIES,295.5,606.2,111.67,0,307.2,
06-04-2021,TOYS,350.7,620.2,Rs.240.0,0,346.9,
02-07-2020,Apparel,N/A,N/A,163.22,0,432.8,
27-03-2021,beauty,415,971.8,169.71,0,384.2,
19-04-2020, Electronics,251.9,494.4,46.08,0,237.2,
03-07-2022, Electronics,262.2,293.4,46.24,FALSE,244.8,
16-10-2020,Toys,313.7,619.2,234.78,0,315.7,
01-23-2020,APPAREL,422.3,1239.3,171.18,No,394.1,
18-11-2022,Electronis,NA,290.5,46.05,0,282.5,
10-10-2021,Groceries ,282,825.6,102.67,0,253.9,
01-03-2022,Electronis,318.2,356.4,45.79,0,304.1,
17-11-2022,sporting goods,554.5,1467.3,131.45,0,530.5,
03-19-2020,BEAUTY,393.5,1120.8,161.48,0,376.3,
30-12-2021,SPORTING GOODS,569.6,1405.5,127.16,No,596.8,
30-10-2022,Sport Goods,544.6,1443.8,128.06,0,548.7,
14-Jan-21,Office Supplies,420.6,845.8,91.39,FALSE,439.7,
13-05-2022,TOYS,377.8,563.5,246.09,0,348.1,
02-18-2020,Clothing,1928.3,1215.5,175.15,No,428.7,
12-04-2020,"  Apparel	",386,1288.7,170.01,N,402.3,
13-10-2021,SPORTING GOODS,482.7,1394.8,missing,0,505.4,
24-01-2022,Furnture,261.5,1081.2,74.56,0,269.7,
28-07-2022,SPORTING GOODS,816.1,997.2,125.82,1,770.4,
10-06-2021,Apparel,435.7,1286.6,169.6,0,448.9,
29-Jan-22,"  Electronic	",321.3,329.6,46.66,N,324.3,
03-24-2021,TOYS,290.6,636.6,236.73,0,267.5,
07-03-2022,Electronic,491.4,346.9,46.26,1,487.4,
02-Mar-22,Furniture ,237,1109.2,Rs.74.87,FALSE,236.7,
06-05-2020,"  PetSupplies	",240.9,829.7 pcs,195.21,No,228.2,
10-May-22,TOYS,314.4,596,235.67,0,323.1,
14-03-2020,Grocery,277.8,657.3,Rs.106.83,FALSE,280.1,
07-09-2021,Clothing,466,1287.4,168.43,N,456.4,
29-03-2022,Clothing,?,?,166.23,FALSE,337.2,
18-12-2022,SPORTING GOODS,483.5,1511.4,130.87,0,461.3,
05-19-2020,"  Appearl	",369.9,1306.1,172.22,0,351.6,
20-03-2021,SPORTING GOODS,999999,1359.9,128.71,0,551.1,
04-Jun-21,office supplies,343.2,918.9,89.99,FALSE,309.4,
20-05-2021,Sporting_Goods,627.1,1297.6,126.44,FALSE,606,
02-02-2021,PetSupplies,279,833,194.12,FALSE,263.7,
28-03-2022,OfficeSupplies,343.4,766.2,90.13,N,333.2,
12-Oct-20,beauty,287.9,1101,164.75,0,294.4,
04-16-2020,Auto Parts,343.2,791.6,220.09,FALSE,350.7,
09-07-2020,Toy,298.8,660.1,246.5,0,270.8,
20-02-2020,Pet Supplies ,328.2,801.6,188.57,0,328.3,
19-Sep-21,Electronics,292.1,473.5,48.43,1,268.6,
23-02-2020, Apparel,406.7,1217.3,170.65,No,391,
07-03-2022,Grocery,296.7,781.3,108.09,0,269.1,
30-11-2021,Automotive Parts,316.9,666.4,215.27,0,319.6,
28-Nov-20,sporting goods,507.6,1369.9,125.58,0,528.4,
04-17-2021,office supplies,359.3,896.3,91.39,0,332.6,
07-10-2021,pet supplies,316,783.3,198.55,0,999999,
06-20-2021,PET SUPPLIES,297.5,810.9,191.94,0,273.1,
19-05-2020,OFFICE SUPPLIES,259.6,919.4,90.11,No,244.5,
19-12-2021,Electronics,217.2,380.4,47.61,0,204,
17-07-2021,Toys,354.8,644.5,235.45,N,338.1,
06-17-2020,pet supplies,242.9,790,202.59,0,222.9,
02-27-2020, Office Supplies,353.3,917.5,91.56,N,350,
12-01-2022,FURNITURE,383.9,1145.2,$75.31,N,373.7,
07-02-2021,APPAREL,566.7,1284.7,171.87,1,583.7,
20-12-2022,electronics,269.7,289.6,999999,FALSE,273.1,
08-21-2022,"  Electronic	",228.6,252,46.65,0,220.8,
23-Jun-21, Toys,303.8,660.3,245.6,0,311.9,
05-09-2022,furniture,386.2,1154,Rs.75.2,0,395.3,
04-12-2021,sporting goods,495.8,1437.5,NA,N,465.6,
05-08-2020,office supplies,294.6,894.5,90.85,FALSE,288.1,
18-12-2020,Sport Goods,510.5,1392.2,123.78,0,477,
23-08-2020,OfficeSupplies,270.3,450.4,92.07,FALSE,279.7,
03-08-2020,Electronics,228.1,508.2,45.66,FALSE,238.3,
29-05-2022,Sport Goods,558.6,1441.3,125.86,0,537.3,
07-09-2020,Automotive-Parts,215.4,751.3,211.84,N,225.5,
07-Oct-20,Beauty,448.9,-1082.7,165.41,Y,999999,
02-05-2021, Toys,296.7 units,627.4,241.86,0,278.6,
14-01-2020,"  Pet Supplies 	",253.3,822.7,190.2,0,245.1,
02-01-2022,Electronis,267.3,337.7,46.35,0,277.2,
04-04-2021,Sporting Goods,573.8,1330.6,$127.54,0,556.5,
14-08-2022,groceries,278.5,521.7,104.95,FALSE,278.6,
08-03-2021,Pet Supplies,304.5,785.1,196.14,0,297.6,
07-Dec-22, Beauty,383.9,974.7,162.22,0,361.9,
02-05-2021,Office Supplies,306,926.3 pcs,88.22,0,306,
26-04-2022,PET SUPPLIES,258,857.6,194.46,0,259,
30-Dec-21,PetSupplies,338.9,828.9,197.51,No,322.2,
12-24-2021,Groceries ,383.8,812.7,107.77,0,359.5,
08-02-2021,sporting goods,462.4,1358.2,125.02,FALSE,444.6,
26-Oct-22,Grocery,337.4,776.3,102.86,FALSE,323.5,
29-09-2020,"   Apparel	",582.8,1236.6,169.26,TRUE,539.5,
12-07-2022,beauty,477.4,955.2,162.88,FALSE,446,
08-13-2020, Apparel,441.6,1235.1,168.14,0,411.7,
04-07-2022,Furnture,360.5,1161.1,74.47,Y,363.9,
02-09-2020,"  Pet Supplies 	",301.4,767.2,Rs.191.3,0,300.2,
17-08-2022,Clothing,471.3,1428,169.03,0,433,
12-Feb-20,toys,248.1,784.8,241.1,0,223.7,
19-03-2020,Electronis,284.9,483.5,45.18,0,282.6,
21-06-2021,Beauty,364.2,1020.8,162.69,0,352.2,
16-09-2021,Auto Parts,305.6,692.2,218.16,0,287.9,
21-Feb-21, Beauty,345,960.2,164.1,0,335.7,
07-Jul-20,groceries,164.7,634.5,104.71,0,170.8,
11-04-2022,Appearl,2668.6,805.6,171.49,TRUE,781.9,
21-04-2021, Office Supplies,309.4,927.4,89.47,0,318.2,
06-03-2020,Beauty,347.3,N/A,162.21,FALSE,352.9,
27-Jan-21,Auto Parts,434.5,599.6,221.71,Y,419.9,
